Date,USD,CRUDE,GOLD,10DMA,EMA,Close
23-Dec-15,66.03699947,2474.516081,2515.191758,7748.84,7786.678083,7865.95
24-Dec-15,65.94700024,2519.013332,2517.401538,7766.615,7800.20025,7861.05
28-Dec-15,66.13700187,2474.302809,2515.22339,7798.085,7822.918386,7925.15
29-Dec-15,66.23499993,2496.313906,2519.951718,7825.975,7842.196861,7928.95
30-Dec-15,66.47500151,2462.83106,2509.120654,7845.51,7852.024705,7896.25
31-Dec-15,66.20799971,2456.284298,2493.063052,7865.055,7869.174758,7946.35
1-Jan-16,66.23499993,2483.568794,2497.090889,7876.94,7886.270257,7963.2
4-Jan-16,66.57899988,2504.76255,2531.491757,7879.875,7869.002938,7791.3
5-Jan-16,66.48099853,2445.324947,2541.03776,7874.895,7853.66604,7784.65
6-Jan-16,66.69800139,2350.548065,2563.484699,7870.385,7833.181305,7741
7-Jan-16,66.89100125,2229.599418,2598.610783,7840.62,7785.021068,7568.3
8-Jan-16,66.84700205,2247.157121,2593.811684,7814.65,7751.626328,7601.35
11-Jan-16,66.7600016,2173.536165,2599.056542,7778.52,7717.485178,7563.85
12-Jan-16,66.94600109,2091.430424,2578.575646,7736.655,7679.815145,7510.3
13-Jan-16,66.9169987,2080.837705,2562.151387,7703.27,7658.466937,7562.4
14-Jan-16,67.3160013,2100.120202,2585.997342,7662.315,7636.345676,7536.8
15-Jan-16,67.77500028,2032.118534,2597.240691,7609.775,7600.246462,7437.8
18-Jan-16,67.66099918,1993.404825,2604.112414,7565.745,7554.928924,7351
19-Jan-16,67.73400099,2031.347819,2597.652242,7530.79,7533.141847,7435.1
20-Jan-16,67.95800005,1965.147618,2635.414169,7487.62,7492.443329,7309.3
21-Jan-16,67.79900037,1971.538552,2633.096442,7458.47,7453.235451,7276.8
22-Jan-16,67.54900072,2122.229058,2617.999796,7440.58,7447.638096,7422.45
25-Jan-16,67.75500171,2144.235846,2635.96297,7427.81,7445.549351,7436.15
27-Jan-16,68.14400136,2142.420115,2674.705047,7420.555,7444.131288,7437.75
28-Jan-16,68.05300158,2266.028143,2675.921788,7406.78,7440.589235,7424.65
29-Jan-16,67.87799934,2298.594158,2661.818608,7409.455,7462.945738,7563.55
1-Feb-16,67.83499788,2223.19078,2684.765566,7421.27,7479.855604,7555.95
2-Feb-16,67.97499961,2094.783032,2696.079092,7431.725,7475.436403,7455.55
3-Feb-16,67.93399804,2104.858986,2713.188811,7424.395,7454.775239,7361.8
4-Feb-16,67.54400019,2217.386314,2732.501742,7433.865,7445.543377,7404
5-Feb-16,67.81000207,2163.663881,2744.22204,7455.095,7453.462763,7489.1
8-Feb-16,68.0340004,2081.865024,2805.844012,7451.575,7441.424079,7387.25
9-Feb-16,67.90099817,2038.238088,2836.557554,7437.78,7415.383337,7298.2
10-Feb-16,67.86100221,1934.222753,2820.26189,7415.575,7379.077276,7215.7
11-Feb-16,68.47100079,1854.077791,2937.211235,7370.745,7305.854135,6976.35
12-Feb-16,68.11799781,1940.911717,2953.363438,7312.485,7246.780656,6980.95
15-Feb-16,68.13100175,2041.45009,2879.47939,7273.185,7231.538718,7162.95
16-Feb-16,68.47400141,2069.609012,2881.860991,7232.455,7198.213497,7048.25
17-Feb-16,68.32900196,2071.865225,2888.103325,7207.12,7181.892861,7108.45
18-Feb-16,68.5419986,2170.342399,2896.963692,7185.895,7183.685068,7191.75
19-Feb-16,68.54500075,2127.523793,2946.92297,7158.06,7188.605965,7210.75
22-Feb-16,68.5329984,2296.153399,2898.517119,7142.79,7196.959426,7234.55
23-Feb-16,68.5609979,2262.127163,2924.344289,7123.925,7181.066803,7109.55
24-Feb-16,68.43100034,2167.478301,2959.420427,7104.225,7151.545566,7018.7
25-Feb-16,68.76800131,2208.712256,2962.989301,7103.65,7118.646372,6970.6
26-Feb-16,68.73700226,2334.160178,2949.678485,7108.53,7102.483395,7029.75
29-Feb-16,68.2079992,2283.960505,2958.562375,7090.94,7081.495505,6987.05
1-Mar-16,67.7530002,2333.139001,2955.632993,7108.345,7107.096323,7222.3
2-Mar-16,67.39499994,2326.405283,2922.088358,7134.385,7154.6879,7368.85
3-Mar-16,67.12199994,2349.019427,2942.985541,7162.77,7213.035555,7475.6
4-Mar-16,66.93800209,2368.617642,2980.021933,7190.23,7262.547272,7485.35
8-Mar-16,67.31300162,2536.735694,3000.066001,7215.305,7303.047768,7485.3
9-Mar-16,67.12800162,2526.836523,2955.353475,7257.53,7344.639083,7531.8
10-Mar-16,67.30200205,2555.26358,2949.800299,7304.275,7370.368341,7486.15
11-Mar-16,66.92100217,2603.365329,2971.494454,7358.235,7395.792279,7510.2
14-Mar-16,67.13799779,2525.954557,2941.072668,7409.135,7421.784592,7538.75
15-Mar-16,67.37200212,2467.007209,2905.751936,7456.49,7428.841939,7460.6
16-Mar-16,67.17299882,2534.064194,2904.123274,7484.135,7441.552495,7498.75
17-Mar-16,66.61899855,2646.543347,2948.13059,7498.505,7454.461132,7512.55
18-Mar-16,66.38399917,2729.896748,2923.891114,7511.38,7481.713654,7604.35
21-Mar-16,66.49999993,2750.425529,2896.678379,7533.27,7522.174808,7704.25
22-Mar-16,66.75500133,2770.408198,2915.400897,7556.23,7557.215752,7714.9
23-Mar-16,66.93000052,2731.048035,2874.504867,7574.7,7586.176524,7716.5
28-Mar-16,66.60799834,2654.666726,2846.326815,7587.595,7591.435338,7615.1
29-Mar-16,66.37500163,2586.353109,2857.542913,7596.275,7592.447095,7597
30-Mar-16,66.37500163,2597.901551,2866.882065,7615.92,7618.402168,7735.2
31-Mar-16,66.25499786,2552.236677,2863.549025,7643.7,7640.219956,7738.4
1-Apr-16,66.36499793,2501.867664,2860.297357,7665.13,7653.461782,7713.05
4-Apr-16,66.10599965,2438.993447,2838.127404,7689.755,7672.614185,7758.8
5-Apr-16,66.42199902,2380.255784,2875.347917,7689.64,7659.993424,7603.2
6-Apr-16,66.51699898,2487.833694,2870.643081,7680.65,7651.69462,7614.35
7-Apr-16,66.75699779,2507.388807,2893.995827,7663.805,7632.559235,7546.45
8-Apr-16,66.55100103,2608.952059,2898.105508,7647.675,7618.493919,7555.2
11-Apr-16,66.28700124,2667.577006,2927.391899,7653.305,7628.113207,7671.4
12-Apr-16,66.28299858,2731.64143,2936.848937,7664.5,7642.810805,7708.95
13-Apr-16,66.49599804,2784.894631,2916.991182,7676.025,7680.563386,7850.45
18-Apr-16,66.4159994,2630.240863,2906.824643,7693.655,7723.13368,7914.7
20-Apr-16,66.16600176,2824.415885,2929.312754,7713.825,7757.973011,7914.75
21-Apr-16,66.4889992,2927.268102,2948.704339,7729.15,7785.987009,7912.05
22-Apr-16,66.66000067,2931.903878,2927.271929,7758.76,7806.589371,7899.3
25-Apr-16,66.6850006,2906.646334,2918.617276,7782.83,7815.400394,7855.05
26-Apr-16,66.40399901,2900.024357,2915.511395,7824.45,7842.17305,7962.65
27-Apr-16,66.36199873,2980.562481,2934.194813,7866.92,7867.214314,7979.9
28-Apr-16,66.40100069,3032.827645,2954.977956,7884.505,7863.584438,7847.25
29-Apr-16,66.42499923,3076.558087,3008.505044,7898.59,7861.078177,7849.8
2-May-16,66.34599876,3022.667679,3037.814718,7894.135,7851.045781,7805.9
3-May-16,66.55799964,2949.752462,3029.853143,7877.365,7832.128366,7747
4-May-16,66.62700139,2939.726609,3012.411134,7856.545,7809.295936,7706.55
5-May-16,66.55799964,3008.505836,3005.475977,7838.89,7795.878493,7735.5
6-May-16,66.60000007,2957.707831,3024.099045,7822.305,7784.527858,7733.45
9-May-16,66.75199797,2977.082995,2998.599654,7823.405,7799.350066,7866.05
10-May-16,66.63100131,2932.897817,2976.739756,7815.92,7815.431872,7887.8
11-May-16,66.56099886,3006.052738,2998.186097,7802.815,7821.507895,7848.85
12-May-16,66.75699779,3096.854727,2989.116626,7808.13,7835.851914,7900.4
13-May-16,66.85500166,3090.012465,2994.675467,7804.64,7832.042475,7814.9
16-May-16,66.84399934,3168.32017,3013.445996,7810.125,7837.262025,7860.75
17-May-16,66.82500183,3212.958326,3001.623879,7824.5,7846.987112,7890.75
18-May-16,67.13999918,3255.001627,3001.281547,7840.86,7851.198546,7870.15
19-May-16,67.43599902,3210.43646,2974.375753,7845.65,7838.871537,7783.4
20-May-16,67.4080019,3294.556548,2978.096103,7847.275,7822.658531,7749.7
23-May-16,67.40900156,3243.880801,2967.130132,7833.775,7806.002434,7731.05
24-May-16,67.63000194,3283.762436,2951.576437,7819.88,7795.611083,7748.85
25-May-16,67.2729982,3322.875799,2903.263268,7828.485,7820.93634,7934.9
26-May-16,66.92699931,3346.270779,2897.257456,7845.41,7866.157006,8069.65
27-May-16,67.03099802,3298.686067,2871.838465,7879.585,7918.973914,8156.65
30-May-16,67.17099997,3338.470379,2859.307762,7911.36,7966.160475,8178.5
31-May-16,67.20899848,3345.526213,2878.799656,7938.295,8001.422207,8160.1
1-Jun-16,67.43399813,3283.30123,2899.029695,7969.275,8033.881805,8179.95
2-Jun-16,67.26800225,3292.841806,2893.049737,8012.83,8067.530568,8218.95
3-Jun-16,67.0000006,3286.011315,2920.441337,8059.94,8095.397738,8220.8
6-Jun-16,66.79000108,3312.244831,2943.340692,8106.94,8114.60724,8201.05
7-Jun-16,66.65800113,3342.177584,2931.820514,8158.7,8142.215014,8266.45
8-Jun-16,66.49999993,3394.15096,2957.013889,8192.515,8166.003194,8273.05
9-Jun-16,66.75300055,3393.021172,2977.360153,8205.91,8172.838977,8203.6
10-Jun-16,66.95199823,3328.116206,2996.55097,8207.25,8172.33189,8170.05
13-Jun-16,67.18699862,3271.693364,3036.661616,8200.46,8161.10791,8110.6
14-Jun-16,67.29199774,3255.365394,3044.297574,8195.335,8151.606472,8108.85
15-Jun-16,67.07900129,3233.522599,3042.324823,8198,8161.605295,8206.6
16-Jun-16,67.31499987,3162.843079,3097.423254,8190.18,8157.813423,8140.75
17-Jun-16,67.07399811,3171.20116,3047.229002,8185.12,8160.065528,8170.2
20-Jun-16,67.55099932,3315.674084,3052.885129,8188.865,8174.326341,8238.5
21-Jun-16,67.62400162,3350.530829,3041.408781,8184.21,8182.612461,8219.9
22-Jun-16,67.44899861,3371.986743,3015.326907,8177.275,8186.446559,8203.7
23-Jun-16,67.27899976,3351.214402,2999.544069,8183.96,8201.719912,8270.45
24-Jun-16,67.88499874,3261.986622,3153.877693,8175.815,8181.152655,8088.6
27-Jun-16,67.91399779,3202.340067,3160.056881,8174.225,8165.433991,8094.7
28-Jun-16,67.71499868,3224.757616,3129.616184,8176.125,8158.600538,8127.85
29-Jun-16,67.42199983,3299.586321,3135.43512,8175.865,8166.854985,8204
30-Jun-16,67.50399978,3319.562287,3121.761173,8190.565,8188.835897,8287.75
1-Jul-16,67.19000062,3264.377474,3151.164513,8206.38,8214.202098,8328.35
4-Jul-16,67.26499779,3303.380649,3180.176055,8219.6,8242.656262,8370.7
5-Jul-16,67.43399813,3203.858325,3177.932437,8231.205,8259.61876,8335.95
7-Jul-16,67.49500132,3172.985348,3198.198774,8244.625,8273.851712,8337.9
8-Jul-16,67.13899847,3064.731005,3168.457373,8249.9,8282.824128,8323.2
11-Jul-16,67.13799779,3035.085169,3170.265446,8287.83,8316.474287,8467.9
12-Jul-16,66.97500171,3083.017239,3137.688026,8330.465,8353.669871,8521.05
13-Jul-16,67.01599873,3071.893024,3124.921877,8369.63,8383.820804,8519.5
14-Jul-16,66.8429985,3042.70089,3095.36191,8405.73,8416.762476,8565
15-Jul-16,67.14099993,3072.061717,3099.958151,8431.095,8439.423844,8541.4
18-Jul-16,67.13700165,3059.969549,3101.592668,8449.13,8452.019508,8508.7
19-Jul-16,67.20399848,3051.623625,3106.159203,8464.915,8465.934143,8528.55
20-Jul-16,67.16300125,3073.290677,3090.215759,8487.905,8484.100663,8565.85
21-Jul-16,67.15300214,3073.907634,3086.372124,8505.125,8488.827815,8510.1
22-Jul-16,67.15399876,2999.887958,3090.779278,8526.925,8498.35003,8541.2
25-Jul-16,67.41200071,2956.051118,3082.148504,8543.7,8523.313661,8635.65
26-Jul-16,67.32099986,2905.686197,3090.932132,8550.66,8535.556632,8590.65
27-Jul-16,67.07200065,2875.029535,3092.624092,8560.29,8550.146335,8615.8
28-Jul-16,67.01400023,2812.993,3126.573057,8570.42,8571.265183,8666.3
29-Jul-16,66.65500204,2760.595093,3132.871339,8580.13,8583.489695,8638.5
1-Aug-16,66.76399968,2744.45917,3151.432641,8592.915,8593.137024,8636.55
2-Aug-16,66.68199908,2693.466011,3170.969143,8602.35,8598.548474,8622.9
3-Aug-16,66.76699966,2692.12617,3181.70393,8600.25,8588.785115,8544.85
4-Aug-16,66.84000061,2759.752239,3172.347283,8604.35,8581.933276,8551.1
5-Aug-16,66.84200215,2790.107023,3150.290929,8618.545,8600.336317,8683.15
8-Aug-16,66.81000084,2857.148506,3113.35411,8626.115,8620.520623,8711.35
9-Aug-16,66.77399919,2882.96295,3117.275003,8634.875,8631.016873,8678.25
10-Aug-16,66.76499816,2845.546347,3146.088625,8630.825,8620.886533,8575.3
11-Aug-16,66.75000182,2836.97088,3137.520668,8623.41,8615.661708,8592.15
12-Aug-16,66.90799936,2940.281313,3133.283619,8626.775,8625.932307,8672.15
16-Aug-16,66.87000051,3077.238598,3142.341799,8627.375,8628.953706,8642.55
17-Aug-16,66.89300137,3108.707221,3136.428361,8627.49,8628.062123,8624.05
18-Aug-16,66.82999918,3181.034299,3145.930267,8640.33,8636.2781,8673.25
19-Aug-16,67.13700165,3253.684469,3142.282554,8651.91,8641.845719,8666.9
22-Aug-16,67.20199778,3236.915253,3130.096188,8646.51,8639.537406,8629.15
23-Aug-16,67.12199994,3190.824925,3136.172615,8638.635,8638.27606,8632.6
24-Aug-16,67.16699811,3175.398024,3120.61164,8635.84,8640.462231,8650.3
25-Aug-16,67.01599873,3153.983373,3096.943626,8637.53,8631.68728,8592.2
26-Aug-16,67.13600102,3195.202672,3108.061067,8635.57,8620.935047,8572.55
29-Aug-16,67.11299943,3163.293467,3099.218377,8629.1,8618.48322,8607.45
30-Aug-16,67.14399782,3157.192217,3094.40408,8639.28,8641.368089,8744.35
31-Aug-16,66.97300117,3062.756367,3077.245004,8655.495,8667.701164,8786.2
1-Sep-16,66.80099902,2969.707996,3073.745297,8665.635,8687.146407,8774.65
2-Sep-16,66.79500213,2941.183762,3087.229674,8679.91,8709.419787,8809.65
6-Sep-16,66.279998,2973.379049,3111.571624,8711.295,8751.888917,8943
7-Sep-16,66.4780021,3000.435533,3135.572759,8739.83,8782.081841,8917.95
8-Sep-16,66.63100131,3107.423967,3130.203964,8770.05,8813.066961,8952.5
9-Sep-16,66.89500161,3120.435439,3121.85863,8797.5,8822.818423,8866.7
12-Sep-16,66.73800069,3052.35503,3110.565034,8811.805,8803.324164,8715.6
14-Sep-16,66.79800044,2982.109183,3105.320034,8823.72,8789.374316,8726.6
15-Sep-16,66.85999904,2939.213137,3098.747796,8823.54,8780.860804,8742.55
16-Sep-16,67.07500139,2904.470387,3086.838953,8822.905,8780.677021,8779.85
19-Sep-16,66.9799991,2944.304847,3092.604963,8826.28,8785.717563,8808.4
20-Sep-16,66.98500172,2947.092127,3095.227778,8822.905,8783.932552,8775.9
21-Sep-16,66.74400072,3036.989932,3111.629716,8806.32,8782.69936,8777.15
22-Sep-16,66.63299923,3090.754879,3127.795467,8801.27,8798.108568,8867.45
23-Sep-16,66.70700217,3057.579135,3128.656617,8789.175,8804.188828,8831.55
26-Sep-16,66.61299879,3034.315629,3130.223561,8774.81,8789.436314,8723.05
27-Sep-16,66.42499923,3005.208887,3112.142959,8773.89,8774.338802,8706.4
28-Sep-16,66.34900092,3018.27342,3097.250571,8775.745,8769.031747,8745.15
29-Sep-16,66.81200058,3170.813083,3109.878217,8760.615,8736.707793,8591.25
30-Sep-16,66.55600178,3191.340202,3112.259189,8743.745,8713.879104,8611.15
3-Oct-16,66.54600102,3227.441849,3090.760172,8736.715,8718.282903,8738.1
4-Oct-16,66.60900103,3248.579678,3047.944162,8736.04,8727.531466,8769.15
5-Oct-16,66.57200128,3308.034029,2997.835563,8732.72,8730.516654,8743.95
6-Oct-16,66.69700046,3341.145458,2976.597987,8716.93,8726.704535,8709.55
7-Oct-16,66.60200056,3354.130998,2963.586414,8703.535,8721.412801,8697.6
10-Oct-16,66.49200105,3364.776532,2971.512113,8702.11,8719.119565,8708.8
13-Oct-16,66.79399829,3351.486101,2979.498074,8688.805,8692.616008,8573.35
14-Oct-16,66.71699797,3377.317964,2963.120996,8672.63,8672.758552,8583.4
17-Oct-16,66.78900186,3344.422507,2967.279806,8665.545,8645.056997,8520.4
18-Oct-16,66.73299927,3352.238906,2977.067648,8672.22,8651.028452,8677.9
19-Oct-16,66.64499816,3433.800514,2988.848606,8664.32,8652.496006,8659.1
20-Oct-16,66.82999918,3422.794632,2996.102071,8657.345,8661.024005,8699.4
21-Oct-16,66.92600046,3399.621756,2990.260721,8652.255,8666.846913,8693.05
24-Oct-16,66.84500021,3377.879307,2981.194624,8652.195,8674.50202,8708.95
25-Oct-16,66.80600172,3378.055576,2986.304806,8651.565,8677.556198,8691.3
26-Oct-16,66.86299872,3314.625711,2991.27147,8642.21,8666.227798,8615.25
27-Oct-16,66.88099797,3323.157023,2990.117661,8646.4,8656.959108,8615.25
28-Oct-16,66.77799895,3307.779583,2992.273949,8651.86,8653.511997,8638
1-Nov-16,66.69599957,3138.772057,3017.811121,8662.445,8648.555271,8626.25
2-Nov-16,66.76199835,3057.371576,3049.412683,8646.055,8624.090676,8514
3-Nov-16,66.66800003,3030.880892,3040.631965,8628.64,8598.792371,8484.95
4-Nov-16,66.79600154,2967.204595,3052.02792,8602.075,8568.784667,8433.75
7-Nov-16,66.7449986,2984.868446,3018.813244,8582.475,8555.742001,8497.05
8-Nov-16,66.24600015,2997.595826,3004.22093,8565.935,8553.525273,8543.55
9-Nov-16,66.51499917,2984.679158,3060.340738,8540.005,8531.429769,8432
10-Nov-16,66.86500163,3012.911534,2999.814012,8531.055,8530.397084,8525.75
11-Nov-16,67.56500192,2972.235684,2966.364394,8499.16,8487.833978,8296.3
15-Nov-16,67.78599879,3038.215894,2931.382205,8446.205,8418.855073,8108.45
16-Nov-16,67.99899824,3112.204784,2937.38379,8394.74,8362.990514,8111.6
17-Nov-16,68.02299994,3123.493994,2928.935244,8351.335,8311.528602,8079.95
18-Nov-16,68.19099917,3098.757264,2890.925385,8310.25,8268.359766,8074.1
21-Nov-16,68.22800079,3252.377958,2907.838952,8259.785,8206.676172,7929.1
22-Nov-16,68.39600026,3308.369747,2916.242596,8210.31,8169.516868,8002.3
23-Nov-16,68.78399864,3305.979969,2895.41193,8159.285,8144.750165,8033.3
24-Nov-16,68.76099832,3311.345176,2870.741972,8112.635,8112.159226,7965.5
25-Nov-16,68.51900018,3241.501429,2853.579959,8071.49,8112.548457,8114.3
28-Nov-16,68.57900126,3205.378476,2874.92633,8054.55,8115.157829,8126.9
29-Nov-16,68.6149987,3162.252365,2863.778641,8057.92,8120.065496,8142.15
30-Nov-16,68.59800226,3293.194843,2846.610399,8069.21,8139.053588,8224.5
1-Dec-16,68.23599912,3452.339338,2806.001476,8080.505,8148.843845,8192.9
2-Dec-16,68.03100118,3481.008549,2808.704738,8081.775,8137.563146,8086.8
5-Dec-16,68.02499892,3543.361374,2796.764703,8101.74,8135.960755,8128.75
6-Dec-16,67.74199864,3466.691809,2793.163453,8115.825,8137.267891,8143.15
7-Dec-16,67.43800003,3425.900251,2791.097515,8122.7,8130.864638,8102.05
8-Dec-16,67.54599849,3391.928896,2783.236013,8150.835,8151.952886,8246.85
9-Dec-16,67.47000048,3470.12741,2767.760024,8165.58,8171.915997,8261.75
12-Dec-16,67.43100156,3611.36541,2754.441537,8169.97,8171.713089,8170.8
13-Dec-16,67.41100096,3576.45522,2755.428194,8177.935,8180.8198,8221.8
14-Dec-16,67.47499916,3533.808768,2761.302009,8173.73,8181.1162,8182.45
15-Dec-16,67.8570006,3452.062885,2709.5131,8169.8,8176.113254,8153.6
16-Dec-16,67.85500227,3483.55398,2711.57027,8175.065,8169.447208,8139.45
19-Dec-16,67.84399978,3549.602948,2722.23659,8172.625,8157.611352,8104.35
20-Dec-16,67.91700054,3639.995605,2710.071166,8166.55,8143.936561,8082.4
21-Dec-16,67.83699963,3627.931708,2709.212134,8162.475,8128.911732,8061.3
22-Dec-16,67.84799985,3589.518741,2695.781103,8135.7,8101.673235,7979.1
23-Dec-16,67.83699963,3584.682837,2696.050017,8108.1,8080.596283,7985.75
26-Dec-16,67.76000139,3612.205362,2696.988004,8081.845,8049.260595,7908.25
27-Dec-16,67.97799851,3647.746035,2721.673503,8062.95,8046.276851,8032.85
28-Dec-16,68.23300069,3693.73265,2727.709161,8048.19,8044.199241,8034.85
29-Dec-16,67.93499952,3673.854214,2744.387727,8043.19,8054.999379,8103.6
30-Dec-16,67.9549983,3659.877163,2754.198776,8047.825,8078.78131,8185.8
2-Jan-17,68.14499975,3677.449128,2752.333979,8055.34,8097.093799,8179.5
3-Jan-17,68.2600007,3697.97925,2760.829353,8066.325,8114.394927,8192.25
4-Jan-17,67.88599877,3594.170583,2772.271738,8079.245,8128.232213,8190.5
5-Jan-17,67.74299905,3631.346528,2788.210331,8108.715,8154.699083,8273.8
6-Jan-17,68.11500046,3673.900144,2788.591315,8134.52,8170.89925,8243.8
9-Jan-17,68.09999913,3618.817166,2794.271743,8167.3,8182.744841,8236.05
10-Jan-17,68.32699908,3546.354702,2811.681976,8192.875,8201.991233,8288.6
11-Jan-17,68.31200223,3533.773109,2821.423634,8227.455,8234.474646,8380.65
12-Jan-17,68.14100172,3601.894497,2842.637285,8257.815,8265.879255,8407.2
13-Jan-17,68.17999902,3598.182095,2834.169886,8279.27,8290.328482,8400.35
16-Jan-17,68.10299979,3573.186495,2853.922002,8302.6,8312.59603,8412.8
17-Jan-17,67.86200153,3600.722178,2870.049881,8323.175,8328.124025,8398
18-Jan-17,68.21999968,3540.336989,2875.290045,8345.825,8344.283293,8417
19-Jan-17,68.09999913,3529.386509,2856.35124,8361.955,8360.795422,8435.1
20-Jan-17,68.07500231,3620.082078,2861.467761,8372.51,8358.714436,8349.35
23-Jan-17,68.05100096,3606.641817,2878.874245,8388.055,8364.675448,8391.5
24-Jan-17,68.13799771,3633.169759,2874.504867,8406.775,8384.879912,8475.8
25-Jan-17,67.98799985,3618.146796,2849.790398,8428.985,8424.492655,8602.75
27-Jan-17,68.10499884,3644.434813,2819.625723,8452.39,8463.903081,8641.25
1-Feb-17,67.41500013,3594.08462,2880.441514,8483.995,8509.811612,8716.4
2-Feb-17,67.21000128,3630.983776,2893.845081,8516.14,8550.618592,8734.25
3-Feb-17,67.18400139,3621.118743,2884.745753,8550.435,8585.224302,8740.95
6-Feb-17,67.19499854,3610.686234,2907.238734,8588.84,8624.465338,8801.05
7-Feb-17,67.34999976,3542.224869,2927.871876,8622.16,8650.617095,8768.3
8-Feb-17,67.05000046,3493.961457,2933.635302,8664.13,8672.15035,8769.05
9-Feb-17,66.76499816,3538.382291,2923.77998,8702.82,8691.468468,8778.4
10-Feb-17,66.85400049,3588.652853,2903.465577,8734.595,8710.028747,8793.55
13-Feb-17,66.97500171,3576.281771,2907.162667,8754.825,8727.305338,8805.05
14-Feb-17,66.83500176,3567.753693,2907.517678,8769.93,8739.12255,8792.3
15-Feb-17,66.87500013,3552.064725,2901.755272,8770.76,8736.500268,8724.7
16-Feb-17,67.08000021,3568.91201,2931.193171,8775.135,8744.045674,8778
17-Feb-17,67.08000021,3576.572525,2938.005153,8783.21,8758.164642,8821.7
20-Feb-17,66.90500012,3627.30339,2925.148378,8791.025,8780.171071,8879.2
21-Feb-17,66.98500172,3662.97902,2919.111422,8804.98,8803.385422,8907.85
22-Feb-17,66.94999906,3621.877096,2925.38798,8820.765,8825.842618,8926.9
23-Feb-17,66.68999927,3641.367688,2935.236932,8836.875,8846.507596,8939.5
27-Feb-17,66.69999888,3634.601844,2964.060763,8847.19,8855.633488,8896.7
28-Feb-17,66.72500211,3592.484982,2956.541792,8854.645,8859.991036,8879.6
1-Mar-17,66.86500163,3622.865835,2937.789372,8869.995,8875.592665,8945.8
2-Mar-17,66.78500078,3560.20501,2929.304173,8887.5,8879.984908,8899.75
3-Mar-17,66.78000123,3541.733497,2906.520488,8899.455,8883.178561,8897.55
6-Mar-17,66.67500104,3551.590376,2906.841542,8913.63,8897.773368,8963.45
7-Mar-17,66.62499939,3563.942161,2884.795684,8920.4,8906.705483,8946.9
8-Mar-17,66.76499816,3496.306269,2867.342404,8922.045,8909.904486,8924.3
9-Mar-17,66.68999927,3318.698555,2850.107164,8922.055,8913.012761,8927
10-Mar-17,66.55500069,3291.315258,2833.61575,8921.56,8916.928623,8934.55
14-Mar-17,65.77499886,3160.424245,2815.949538,8940.59,8947.850692,9087
15-Mar-17,65.63000142,3190.264235,2797.327992,8961.11,8972.750566,9084.8
16-Mar-17,65.38499864,3209.905278,2843.809453,8981.9,9005.650463,9153.7
17-Mar-17,65.47499984,3204.661692,2849.18143,9007.93,9033.723106,9160.05
20-Mar-17,65.34499872,3176.089657,2854.101201,9030.86,9050.655269,9126.85
21-Mar-17,65.34499872,3205.268295,2858.147292,9046.665,9063.536129,9121.5
22-Mar-17,65.45499864,3140.510812,2886.744359,9055.02,9057.520469,9030.45
23-Mar-17,65.45499864,3157.863772,2885.536537,9071.22,9062.753111,9086.3
24-Mar-17,65.42500048,3144.123867,2877.888321,9089.32,9070.979818,9108
