Date,CRUDE,GOLD,Close
30-Nov-16,3293.19,2846.61,8224.5
01-Dec-16,3452.34,2806,8192.9
02-Dec-16,3481.01,2808.7,8086.8
05-Dec-16,3543.36,2796.76,8128.75
06-Dec-16,3466.69,2793.16,8143.15
07-Dec-16,3425.9,2791.1,8102.05
08-Dec-16,3391.93,2783.24,8246.85
09-Dec-16,3470.13,2767.76,8261.75
12-Dec-16,3611.37,2754.44,8170.8
13-Dec-16,3576.46,2755.43,8221.8
14-Dec-16,3533.81,2761.3,8182.45
15-Dec-16,3452.06,2709.51,8153.6
16-Dec-16,3483.55,2711.57,8139.45
19-Dec-16,3549.6,2722.24,8104.35
20-Dec-16,3640,2710.07,8082.4
21-Dec-16,3627.93,2709.21,8061.3
22-Dec-16,3589.52,2695.78,7979.1
28-Dec-16,3693.73,2727.71,8034.85
29-Dec-16,3673.85,2744.39,8103.6
30-Dec-16,3659.88,2754.2,8185.8
04-Jan-17,3594.17,2772.27,8190.5
05-Jan-17,3631.35,2788.21,8273.8
06-Jan-17,3673.9,2788.59,8243.8
10-Jan-17,3546.35,2811.68,8288.6
11-Jan-17,3533.77,2821.42,8380.65
12-Jan-17,3601.89,2842.64,8407.2
13-Jan-17,3598.18,2834.17,8400.35
16-Jan-17,3573.19,2853.92,8412.8
17-Jan-17,3600.72,2870.05,8398
18-Jan-17,3540.34,2875.29,8417
19-Jan-17,3529.39,2856.35,8435.1
20-Jan-17,3620.08,2861.47,8349.35
23-Jan-17,3606.64,2878.87,8391.5
24-Jan-17,3633.17,2874.5,8475.8
25-Jan-17,3618.15,2849.79,8602.75
03-Feb-17,3621.12,2884.75,8740.95
06-Feb-17,3610.69,2907.24,8801.05
07-Feb-17,3542.22,2927.87,8768.3
08-Feb-17,3493.96,2933.64,8769.05
09-Feb-17,3538.38,2923.78,8778.4
10-Feb-17,3588.65,2903.47,8793.55
13-Feb-17,3576.28,2907.16,8805.05
14-Feb-17,3567.75,2907.52,8792.3
15-Feb-17,3552.06,2901.76,8724.7
16-Feb-17,3568.91,2931.19,8778
17-Feb-17,3576.57,2938.01,8821.7
21-Feb-17,3662.98,2919.11,8907.85
22-Feb-17,3621.88,2925.39,8926.9
23-Feb-17,3641.37,2935.24,8939.5
27-Feb-17,3634.6,2964.06,8896.7
28-Feb-17,3592.48,2956.54,8879.6
01-Mar-17,3622.87,2937.79,8945.8
02-Mar-17,3560.21,2929.3,8899.75
03-Mar-17,3541.73,2906.52,8897.55
06-Mar-17,3551.59,2906.84,8963.45
07-Mar-17,3563.94,2884.8,8946.9
08-Mar-17,3496.31,2867.34,8924.3
09-Mar-17,3318.7,2850.11,8927
10-Mar-17,3291.32,2833.62,8934.55
14-Mar-17,3160.42,2815.95,9087
15-Mar-17,3190.26,2797.33,9084.8
16-Mar-17,3209.91,2843.81,9153.7
17-Mar-17,3204.66,2849.18,9160.05
21-Mar-17,3205.27,2858.15,9121.5
22-Mar-17,3140.51,2886.74,9030.45
23-Mar-17,3157.86,2885.54,9086.3
24-Mar-17,3144.12,2877.89,9108
27-Mar-17,3106.33,2888.05,9045.2
28-Mar-17,3154.28,2883.79,9100.8
29-Mar-17,3184.31,2869.67,9143.8
30-Mar-17,3246.23,2867.1,9173.75
31-Mar-17,3267.95,2858.22,9173.75
05-Apr-17,3346.55,2887.26,9265.15
06-Apr-17,3333.36,2881.54,9261.95
07-Apr-17,3363.39,2885.9,9198.3
10-Apr-17,3407.4,2871.02,9181.45
11-Apr-17,3428.39,2897.45,9237
12-Apr-17,3458.86,2923.76,9203.45
13-Apr-17,3424.43,2935.32,9150.8
18-Apr-17,3393.03,2937.69,9105.15
19-Apr-17,3373.27,2931.51,9103.5
20-Apr-17,3309.28,2926.01,9136.4
21-Apr-17,3255.77,2932.91,9119.4
24-Apr-17,3211.87,2907.62,9217.95
25-Apr-17,3176.89,2891.36,9306.6
26-Apr-17,3189.52,2872.72,9351.85
27-Apr-17,3142.27,2877.28,9342.15
28-Apr-17,3181.49,2885.05,9304.05
02-May-17,3133.19,2860.08,9313.8
08-May-17,2982.45,2812.82,9314.05
09-May-17,2993.86,2807.58,9316.85
10-May-17,3033.35,2806.86,9407.3
11-May-17,3091.19,2800.01,9422.4
12-May-17,3072.34,2804.96,9400.9
15-May-17,3152.07,2806.84,9445.4
16-May-17,3142.74,2809.57,9512.25
17-May-17,3141.47,2841.23,9525.75
18-May-17,3170.68,2881.37,9429.45
19-May-17,3255.83,2865.97,9427.9
22-May-17,3310.67,2870.35,9438.25
23-May-17,3318.06,2886.98,9386.15
24-May-17,3345.01,2870.3,9360.55
25-May-17,3267.33,2871.08,9509.75
26-May-17,3171.04,2883.16,9595.1
31-May-17,3139.23,2883.92,9621.25
01-Jun-17,3145.86,2891.87,9616.1
02-Jun-17,3062.82,2896.68,9653.5
05-Jun-17,3065.66,2923.03,9675.1
06-Jun-17,3061.71,2946.87,9637.15
07-Jun-17,3030.47,2947.72,9663.9
08-Jun-17,2948.07,2922.78,9647.25
09-Jun-17,2947.34,2901.06,9668.25
12-Jun-17,2986.3,2898.87,9616.4
13-Jun-17,2974.29,2890.06,9606.9
14-Jun-17,2925.66,2898.63,9618.15
15-Jun-17,2878.99,2879.26,9578.05
16-Jun-17,2886.27,2873.86,9588.05
19-Jun-17,2887.67,2859.43,9657.55
20-Jun-17,2831.44,2853.73,9653.5
21-Jun-17,2808.21,2856.79,9633.6
22-Jun-17,2775.54,2868.54,9630
23-Jun-17,2778.66,2874.52,9574.95
27-Jun-17,2844.53,2857.38,9511.4
28-Jun-17,2872.22,2864.23,9491.25
29-Jun-17,2923.78,2853.93,9504.1
30-Jun-17,2944.11,2848.34,9520.9
03-Jul-17,3017.28,2825.94,9615
05-Jul-17,2997.86,2810.58,9637.6
06-Jul-17,2977.48,2813.45,9674.55
07-Jul-17,2876.34,2793.22,9665.8
10-Jul-17,2858.25,2770.6,9771.05
11-Jul-17,2877.27,2775.65,9786.05
12-Jul-17,2955.91,2789.78,9816.1
13-Jul-17,2941.7,2788.27,9891.7
14-Jul-17,2983.93,2792.18,9886.35
18-Jul-17,2983.19,2821.45,9827.15
19-Jul-17,3012.61,2822.3,9899.6
20-Jul-17,3056.74,2824.57,9873.3
21-Jul-17,3000.45,2842.46,9915.25
24-Jul-17,2975.17,2855.98,9966.4
25-Jul-17,3050.1,2849.6,9964.55
26-Jul-17,3125.66,2836.71,10020.65
27-Jul-17,3136.78,2854.91,10020.55
28-Jul-17,3173.39,2860.04,10014.5
01-Aug-17,3178.98,2870.99,10114.65
02-Aug-17,3132.14,2858.84,10081.5
03-Aug-17,3161.16,2847.74,10013.65
04-Aug-17,3126.54,2849.48,10066.4
07-Aug-17,3134.4,2841.16,10057.4
08-Aug-17,3147.43,2843,9978.55
09-Aug-17,3153.93,2871.43,9908.05
10-Aug-17,3176.76,2906.39,9820.25
14-Aug-17,3112.75,2908.74,9794.15
16-Aug-17,3054.6,2888.86,9897.3
17-Aug-17,3004.96,2915.56,9904.15
18-Aug-17,3051.87,2927.54,9837.4
21-Aug-17,3090.01,2918.48,9754.35
22-Aug-17,3073.79,2912.96,9765.55
24-Aug-17,3072.56,2910.85,9857.05
28-Aug-17,3008.79,2932.58,9912.8
29-Aug-17,2976.86,2979.29,9796.05
30-Aug-17,2966.63,2955.23,9884.4
31-Aug-17,2997.64,2957.44,9917.9
05-Sep-17,3101.2,3012.88,9952.2
06-Sep-17,3149.9,3019.82,9916.2
07-Sep-17,3140.72,3020.19,9929.9
08-Sep-17,3107.87,3035.85,9934.8
11-Sep-17,3052.53,3001.89,10006.05
12-Sep-17,3085.85,2988.86,10093.05
13-Sep-17,3127.89,2994.97,10079.3
14-Sep-17,3202.04,2988.76,10086.6
15-Sep-17,3195.45,2992.95,10085.4
19-Sep-17,3218.55,2962.03,10147.55
20-Sep-17,3262.72,2975.38,10141.15
21-Sep-17,3285.47,2953.76,10121.9
22-Sep-17,3290.15,2964.61,9964.4
25-Sep-17,3346.53,2978.35,9872.6
26-Sep-17,3408.41,3001.52,9871.5
27-Sep-17,3425,2980.04,9735.75
28-Sep-17,3423.66,2964.02,9768.95
29-Sep-17,3374.35,2966.43,9788.6
10-Oct-17,3290.85,2981.2,10016.95
11-Oct-17,3334.18,2977.41,9984.8
12-Oct-17,3296.37,2983.19,10096.4
13-Oct-17,3328.71,2981.04,10167.45
16-Oct-17,3368.24,2990.82,10230.85
17-Oct-17,3367.09,2968.33,10234.45
18-Oct-17,3392.4,2959.11,10210.85
19-Oct-17,3355.85,2966.35,10146.55
23-Oct-17,3390.72,2946.92,10184.85
24-Oct-17,3403.97,2952.24,10207.7
25-Oct-17,3398.85,2939.7,10295.35
26-Oct-17,3398.31,2935.97,10343.8
27-Oct-17,3461.88,2926.56,10323.05
30-Oct-17,3512.63,2930.08,10363.65
31-Oct-17,3511.33,2925.08,10335.3
01-Nov-17,3533.1,2922.12,10440.5
02-Nov-17,3511.94,2926.82,10423.8
03-Nov-17,3547.43,2918.52,10452.5
06-Nov-17,3641.37,2922.97,10451.8
07-Nov-17,3727.19,2940.8,10350.15
08-Nov-17,3706.97,2950.27,10303.15
09-Nov-17,3715.99,2957.05,10308.95
10-Nov-17,3726.97,2959.37,10321.75
13-Nov-17,3719.13,2957.45,10224.95
14-Nov-17,3669.05,2954.34,10186.6
15-Nov-17,3609.15,2962.7,10118.05
16-Nov-17,3606.7,2949.9,10214.75
17-Nov-17,3639.73,2951.79,10283.6
20-Nov-17,3672.32,2958.81,10298.75
21-Nov-17,3686.79,2937.7,10326.9
22-Nov-17,3748.98,2943.37,10342.3
24-Nov-17,3797.02,2944.67,10389.7
27-Nov-17,3759.35,2949.91,10399.55
28-Nov-17,3726.25,2944.2,10370.25
29-Nov-17,3713.72,2937.6,10361.3
30-Nov-17,3710.88,2923.81,10226.55
01-Dec-17,3760.9,2928.88,10121.8
04-Dec-17,3723.23,2914.76,10127.75
05-Dec-17,3703.56,2905,10118.25
06-Dec-17,3669.76,2898.35,10044.1
07-Dec-17,3634.38,2877.76,10166.7
08-Dec-17,3690.86,2854.5,10265.65
11-Dec-17,3698.19,2844.34,10322.25
12-Dec-17,3739.1,2819.54,10240.15
13-Dec-17,3686.4,2816.53,10192.95
14-Dec-17,3635.55,2833.96,10252.1
15-Dec-17,3669.15,2829.89,10333.25
18-Dec-17,3687.17,2839.17,10388.75
19-Dec-17,3689.28,2844.34,10463.2
20-Dec-17,3705.75,2847.52,10444.2
21-Dec-17,3719.12,2849.29,10440.3
22-Dec-17,3725.11,2857.18,10493
27-Dec-17,3824.9,2890.01,10490.75
28-Dec-17,3822.85,2902.4,10477.9
04-Jan-18,3923.57,2914.9,10504.8
05-Jan-18,3893.76,2922.2,10558.85
09-Jan-18,3962.76,2920.65,10637
10-Jan-18,4039.26,2929.33,10632.2
11-Jan-18,4081.32,2934.25,10651.2
12-Jan-18,4039.9,2949.65,10681.25
16-Jan-18,4099.01,2979.99,10700.45
17-Jan-18,4069.57,2976.33,10788.55
18-Jan-18,4081.32,2961.68,10817
19-Jan-18,4037.69,2971.33,10894.7
22-Jan-18,4058.67,2980.09,10966.2
23-Jan-18,4098.22,2987.42,11083.7
24-Jan-18,4123.89,3010.01,11086
25-Jan-18,4202.84,3033.34,11069.65
29-Jan-18,4182.06,3006.83,11130.4
30-Jan-18,4122.6,3005.53,11049.65
31-Jan-18,4089.63,3007.13,11027.7
01-Feb-18,4172.09,3026.67,11016.9
02-Feb-18,4198.58,3044.79,10760.6
05-Feb-18,4156.05,3029.32,10666.55
06-Feb-18,4096.33,3043.28,10498.25
07-Feb-18,4039.52,3013.28,10476.7
08-Feb-18,3948.96,2993.1,10576.85
09-Feb-18,3866.32,3000.9,10454.95
14-Feb-18,3786.81,3035.78,10500.9
22-Feb-18,4035.45,3047.43,10382.7
23-Feb-18,4090.37,3047.44,10491.05
26-Feb-18,4131.79,3059.25,10582.6
27-Feb-18,4130.66,3047.5,10554.3
28-Feb-18,4088.06,3037.13,10492.85
01-Mar-18,3991.87,3020.98,10458.35
05-Mar-18,4033.24,3046.09,10358.85
06-Mar-18,4072.74,3052.07,10249.25
07-Mar-18,4020.41,3053.66,10154.2
08-Mar-18,3960.81,3046.69,10242.65
09-Mar-18,3974.41,3037.07,10226.85
12-Mar-18,3993.01,3033.61,10421.4
13-Mar-18,3958.7,3033.08,10426.85
14-Mar-18,3945.23,3044.96,10410.9
15-Mar-18,3974.36,3035.82,10360.15
16-Mar-18,4012.94,3025.14,10195.15
19-Mar-18,4041.12,3028.52,10094.25
20-Mar-18,4132.64,3028.23,10124.35
22-Mar-18,4223.98,3057.26,10114.75
23-Mar-18,4236.98,3083.08,9998.05
26-Mar-18,4253.77,3088.81,10130.65
27-Mar-18,4259.47,3081.78,10184.15
28-Mar-18,4197.91,3071.67,10113.7
03-Apr-18,4121.66,3080.3,10245
04-Apr-18,4087.71,3093.9,10128.4
09-Apr-18,4084.54,3070.44,10379.35
10-Apr-18,4202.68,3082.04,10402.25
11-Apr-18,4319.02,3123.35,10417.15
12-Apr-18,4352.55,3115.26,10458.65
13-Apr-18,4386.71,3105.07,10480.6
16-Apr-18,4354.9,3125.67,10528.35
17-Apr-18,4343.92,3130.64,10548.7
18-Apr-18,4442.4,3144.45,10526.2
19-Apr-18,4541.77,3153.99,10565.3
20-Apr-18,4515.32,3145.33,10564.05
23-Apr-18,4521.09,3130.32,10584.7
24-Apr-18,4576.5,3128.41,10614.35
25-Apr-18,4539.25,3138.03,10570.55
26-Apr-18,4566.41,3129.25,10617.8
27-Apr-18,4541.45,3119.92,10692.3
02-May-18,4503.23,3095.9,10718.05
08-May-18,4650.39,3117.27,10717.8
09-May-18,4779.76,3127.16,10741.7
10-May-18,4790.18,3137.57,10716.55
11-May-18,4794.91,3151.08,10806.5
14-May-18,4779.54,3150.64,10806.6
15-May-18,4839.08,3135.44,10801.85
16-May-18,4820.05,3104.64,10741.1
17-May-18,4865.56,3094.88,10682.7
18-May-18,4859.31,3105.07,10596.4
21-May-18,4892.24,3102.13,10516.7
23-May-18,4916.14,3126.41,10430.35
24-May-18,4871.43,3141.37,10513.85
25-May-18,4702.36,3132.48,10605.15
29-May-18,4537.23,3123.09,10633.3
30-May-18,4558.5,3108.74,10614.35
31-May-18,4556.82,3115.07,10736.15
01-Jun-18,4472.31,3098.09,10696.2
04-Jun-18,4389.29,3092.56,10628.5
05-Jun-18,4358.32,3095.07,10593.15
06-Jun-18,4361.17,3094.57,10684.65
07-Jun-18,4403.44,3108.12,10768.35
08-Jun-18,4443.93,3123,10767.65
11-Jun-18,4426.21,3116.59,10786.95
12-Jun-18,4475.7,3114.92,10842.85
13-Jun-18,4483.33,3115.2,10856.7
14-Jun-18,4513.77,3134.69,10808.05
15-Jun-18,4485.29,3121.58,10817.7
19-Jun-18,4429.63,3099.34,10710.45
20-Jun-18,4474.91,3083.94,10772.05
21-Jun-18,4447.07,3061.76,10741.1
22-Jun-18,4575.88,3061.17,10821.85
25-Jun-18,4680.54,3067.94,10762.45
26-Jun-18,4715.66,3055.9,10769.15
27-Jun-18,4946.56,3063.95,10671.4
28-Jun-18,5041.63,3061.32,10589.1
29-Jun-18,5057.35,3043.3,10714.3
03-Jul-18,5086.24,3040.57,10699.9
05-Jul-18,5080.79,3062.5,10749.75
06-Jul-18,5025.53,3062.09,10772.65
09-Jul-18,5054.93,3069.04,10852.9
10-Jul-18,5094.48,3055.67,10947.25
11-Jul-18,5005.24,3042.05,10948.3
12-Jul-18,4811.03,3022.32,11023.2
13-Jul-18,4833.31,3012.84,11018.9
16-Jul-18,4757.4,3017.75,10936.85
17-Jul-18,4632.63,2994.25,11008.05
18-Jul-18,4639.74,2972.17,10980.45
19-Jul-18,4731.1,2979.22,10957.1
20-Jul-18,4707.02,2985.36,11010.2
23-Jul-18,4729.26,2991.32,11084.75
24-Jul-18,4720.24,2988.2,11134.3
25-Jul-18,4746.15,2992.96,11132
26-Jul-18,4778.36,2988.38,11167.3
27-Jul-18,4755.95,2977.85,11278.35
30-Jul-18,4799.17,2979.76,11319.55
31-Jul-18,4750.08,2978.24,11356.5
01-Aug-18,4649.91,2975.4,11346.2
02-Aug-18,4671.37,2970.13,11244.7
03-Aug-18,4714.86,2962.8,11360.8
06-Aug-18,4767.11,2965.54,11387.1
07-Aug-18,4766.57,2966.68,11389.45
08-Aug-18,4654.38,2962.78,11450
09-Aug-18,4601.98,2966.86,11470.7
10-Aug-18,4629.32,2971.39,11429.5
13-Aug-18,4681.87,2982.22,11355.75
14-Aug-18,4731.31,2972.7,11435.1
16-Aug-18,4572.64,2941.51,11385.05
17-Aug-18,4612.35,2936.89,11470.75
20-Aug-18,4597.73,2946.37,11551.75
21-Aug-18,4615.91,2957.59,11570.9
23-Aug-18,4762.64,2962.2,11582.75
24-Aug-18,4822.2,2974.58,11557.1
27-Aug-18,4819.03,2998.81,11691.95
28-Aug-18,4833.49,3012.47,11738.5
29-Aug-18,4883.35,3013.53,11691.9
30-Aug-18,4964.24,3020.73,11676.8
31-Aug-18,4970.22,3024.8,11680.5
04-Sep-18,5042.93,3022.3,11520.3
05-Sep-18,4956.79,3035.6,11476.95
06-Sep-18,4912.82,3057.73,11536.9
07-Sep-18,4858.59,3048.21,11589.1
10-Sep-18,4936.08,3063.83,11438.1
11-Sep-18,4967.79,3065.74,11287.5
12-Sep-18,5075.64,3058.79,11369.9
14-Sep-18,4947.51,3052.78,11515.2
18-Sep-18,5055.59,3080.34,11278.9
19-Sep-18,5100.74,3080.04,11234.35
21-Sep-18,5126.6,3072.47,11143.1
26-Sep-18,5236.88,3075.82,11053.8
27-Sep-18,5248.95,3055.8,10977.55
28-Sep-18,5284.06,3048.51,10930.45
05-Oct-18,5528.75,3151.69,10316.45
09-Oct-18,5546.86,3132.52,10301.05
10-Oct-18,5501.9,3133.97,10460.1
