Date,USD,CRUDE,GOLD,Open,High,Low,Close,10DMA,EMA
21-Jan-16,67.79900037,1971.538552,2633.096442,7376.65,7398.7,7250,7276.8,7458.47,7453.235451
22-Jan-16,67.54900072,2122.229058,2617.999796,7355.7,7433.4,7327.6,7422.45,7440.58,7447.638096
25-Jan-16,67.75500171,2144.235846,2635.96297,7468.75,7487.15,7421.2,7436.15,7427.81,7445.549351
27-Jan-16,68.14400136,2142.420115,2674.705047,7469.6,7477.9,7419.7,7437.75,7420.555,7444.131288
28-Jan-16,68.05300158,2266.028143,2675.921788,7426.5,7468.85,7409.6,7424.65,7406.78,7440.589235
29-Jan-16,67.87799934,2298.594158,2661.818608,7413.35,7575.65,7402.8,7563.55,7409.455,7462.945738
1-Feb-16,67.83499788,2223.19078,2684.765566,7589.5,7600.45,7541.25,7555.95,7421.27,7479.855604
2-Feb-16,67.97499961,2094.783032,2696.079092,7566.65,7576.3,7428.05,7455.55,7431.725,7475.436403
3-Feb-16,67.93399804,2104.858986,2713.188811,7392.45,7419.4,7350.3,7361.8,7424.395,7454.775239
4-Feb-16,67.54400019,2217.386314,2732.501742,7411.45,7457.05,7365.95,7404,7433.865,7445.543377
5-Feb-16,67.81000207,2163.663881,2744.22204,7418.25,7503.15,7406.65,7489.1,7455.095,7453.462763
8-Feb-16,68.0340004,2081.865024,2805.844012,7489.7,7512.55,7363.2,7387.25,7451.575,7441.424079
9-Feb-16,67.90099817,2038.238088,2836.557554,7303.95,7323.45,7275.15,7298.2,7437.78,7415.383337
10-Feb-16,67.86100221,1934.222753,2820.26189,7264.3,7271.85,7177.75,7215.7,7415.575,7379.077276
11-Feb-16,68.47100079,1854.077791,2937.211235,7203.6,7208.65,6959.95,6976.35,7370.745,7305.854135
12-Feb-16,68.11799781,1940.911717,2953.363438,7023.65,7034.8,6869,6980.95,7312.485,7246.780656
15-Feb-16,68.13100175,2041.45009,2879.47939,7057.35,7182.8,7056.8,7162.95,7273.185,7231.538718
16-Feb-16,68.47400141,2069.609012,2881.860991,7201.25,7204.65,7037.7,7048.25,7232.455,7198.213497
17-Feb-16,68.32900196,2071.865225,2888.103325,7058.85,7123.7,6960.65,7108.45,7207.12,7181.892861
18-Feb-16,68.5419986,2170.342399,2896.963692,7177.4,7215.1,7127.85,7191.75,7185.895,7183.685068
19-Feb-16,68.54500075,2127.523793,2946.92297,7170.55,7226.85,7145.95,7210.75,7158.06,7188.605965
22-Feb-16,68.5329984,2296.153399,2898.517119,7208.85,7252.4,7200.7,7234.55,7142.79,7196.959426
23-Feb-16,68.5609979,2262.127163,2924.344289,7240.3,7241.7,7090.7,7109.55,7123.925,7181.066803
24-Feb-16,68.43100034,2167.478301,2959.420427,7075,7090.8,7009.75,7018.7,7104.225,7151.545566
25-Feb-16,68.76800131,2208.712256,2962.989301,7029.85,7034.2,6961.4,6970.6,7103.65,7118.646372
26-Feb-16,68.73700226,2334.160178,2949.678485,7039.3,7052.9,6985.1,7029.75,7108.53,7102.483395
29-Feb-16,68.2079992,2283.960505,2958.562375,7050.45,7094.6,6825.8,6987.05,7090.94,7081.495505
1-Mar-16,67.7530002,2333.139001,2955.632993,7038.25,7235.5,7035.1,7222.3,7108.345,7107.096323
2-Mar-16,67.39499994,2326.405283,2922.088358,7321.7,7380.35,7308.15,7368.85,7134.385,7154.6879
3-Mar-16,67.12199994,2349.019427,2942.985541,7429.55,7483.95,7406.05,7475.6,7162.77,7213.035555
4-Mar-16,66.93800209,2368.617642,2980.021933,7505.4,7505.9,7444.1,7485.35,7190.23,7262.547272
8-Mar-16,67.31300162,2536.735694,3000.066001,7486.4,7527.15,7442.15,7485.3,7215.305,7303.047768
9-Mar-16,67.12800162,2526.836523,2955.353475,7436.1,7539,7424.3,7531.8,7257.53,7344.639083
10-Mar-16,67.30200205,2555.26358,2949.800299,7545.35,7547.1,7447.4,7486.15,7304.275,7370.368341
11-Mar-16,66.92100217,2603.365329,2971.494454,7484.85,7543.95,7460.6,7510.2,7358.235,7395.792279
14-Mar-16,67.13799779,2525.954557,2941.072668,7542.6,7583.7,7515.05,7538.75,7409.135,7421.784592
15-Mar-16,67.37200212,2467.007209,2905.751936,7535.85,7545.2,7452.8,7460.6,7456.49,7428.841939
16-Mar-16,67.17299882,2534.064194,2904.123274,7457.05,7508,7405.15,7498.75,7484.135,7441.552495
17-Mar-16,66.61899855,2646.543347,2948.13059,7557.4,7585.3,7479.4,7512.55,7498.505,7454.461132
18-Mar-16,66.38399917,2729.896748,2923.891114,7534.65,7613.6,7517.9,7604.35,7511.38,7481.713654
21-Mar-16,66.49999993,2750.425529,2896.678379,7619.2,7713.55,7617.7,7704.25,7533.27,7522.174808
22-Mar-16,66.75500133,2770.408198,2915.400897,7695.55,7728.2,7643.8,7714.9,7556.23,7557.215752
23-Mar-16,66.93000052,2731.048035,2874.504867,7717.45,7726.85,7670.6,7716.5,7574.7,7586.176524
28-Mar-16,66.60799834,2654.666726,2846.326815,7741,7749.4,7587.7,7615.1,7587.595,7591.435338
29-Mar-16,66.37500163,2586.353109,2857.542913,7606.55,7652.9,7582.25,7597,7596.275,7592.447095
30-Mar-16,66.37500163,2597.901551,2866.882065,7651.1,7741.95,7643.45,7735.2,7615.92,7618.402168
31-Mar-16,66.25499786,2552.236677,2863.549025,7727.65,7777.6,7702,7738.4,7643.7,7640.219956
1-Apr-16,66.36499793,2501.867664,2860.297357,7718.05,7740.15,7666.1,7713.05,7665.13,7653.461782
4-Apr-16,66.10599965,2438.993447,2838.127404,7733.15,7764.45,7704.4,7758.8,7689.755,7672.614185
5-Apr-16,66.42199902,2380.255784,2875.347917,7736.3,7736.3,7588.65,7603.2,7689.64,7659.993424
6-Apr-16,66.51699898,2487.833694,2870.643081,7636.05,7638.65,7591.75,7614.35,7680.65,7651.69462
7-Apr-16,66.75699779,2507.388807,2893.995827,7630.4,7630.75,7535.85,7546.45,7663.805,7632.559235
8-Apr-16,66.55100103,2608.952059,2898.105508,7542.35,7569.35,7526.7,7555.2,7647.675,7618.493919
11-Apr-16,66.28700124,2667.577006,2927.391899,7577.8,7678.8,7516.85,7671.4,7653.305,7628.113207
12-Apr-16,66.28299858,2731.64143,2936.848937,7669.25,7717.4,7663.35,7708.95,7664.5,7642.810805
13-Apr-16,66.49599804,2784.894631,2916.991182,7777.15,7864.8,7772.2,7850.45,7676.025,7680.563386
18-Apr-16,66.4159994,2630.240863,2906.824643,7908.15,7920.6,7842.75,7914.7,7693.655,7723.13368
20-Apr-16,66.16600176,2824.415885,2929.312754,7950.05,7950.4,7877.55,7914.75,7713.825,7757.973011
21-Apr-16,66.4889992,2927.268102,2948.704339,7953.65,7978.45,7884.1,7912.05,7729.15,7785.987009
22-Apr-16,66.66000067,2931.903878,2927.271929,7891.8,7923.35,7873.35,7899.3,7758.76,7806.589371
25-Apr-16,66.6850006,2906.646334,2918.617276,7894.8,7911,7827,7855.05,7782.83,7815.400394
26-Apr-16,66.40399901,2900.024357,2915.511395,7828.15,7974.5,7822.55,7962.65,7824.45,7842.17305
27-Apr-16,66.36199873,2980.562481,2934.194813,7942,7991,7940.55,7979.9,7866.92,7867.214314
28-Apr-16,66.40100069,3032.827645,2954.977956,7967.4,7992,7834.45,7847.25,7884.505,7863.584438
29-Apr-16,66.42499923,3076.558087,3008.505044,7844.25,7889.05,7788.7,7849.8,7898.59,7861.078177
2-May-16,66.34599876,3022.667679,3037.814718,7822.7,7829.8,7777.3,7805.9,7894.135,7851.045781
3-May-16,66.55799964,2949.752462,3029.853143,7824.8,7890.25,7735.15,7747,7877.365,7832.128366
4-May-16,66.62700139,2939.726609,3012.411134,7724.15,7749,7697.25,7706.55,7856.545,7809.295936
5-May-16,66.55799964,3008.505836,3005.475977,7731,7777.55,7706.85,7735.5,7838.89,7795.878493
6-May-16,66.60000007,2957.707831,3024.099045,7717.65,7738.9,7678.35,7733.45,7822.305,7784.527858
9-May-16,66.75199797,2977.082995,2998.599654,7755.25,7873.65,7753.55,7866.05,7823.405,7799.350066
10-May-16,66.63100131,2932.897817,2976.739756,7873.55,7896.9,7837.7,7887.8,7815.92,7815.431872
11-May-16,66.56099886,3006.052738,2998.186097,7804.65,7893.1,7780.9,7848.85,7802.815,7821.507895
12-May-16,66.75699779,3096.854727,2989.116626,7871.45,7916.05,7849.65,7900.4,7808.13,7835.851914
13-May-16,66.85500166,3090.012465,2994.675467,7881,7881,7784.2,7814.9,7804.64,7832.042475
16-May-16,66.84399934,3168.32017,3013.445996,7831.2,7873.9,7772.15,7860.75,7810.125,7837.262025
17-May-16,66.82500183,3212.958326,3001.623879,7896.85,7940.1,7879.7,7890.75,7824.5,7846.987112
18-May-16,67.13999918,3255.001627,3001.281547,7846.75,7882.05,7810.75,7870.15,7840.86,7851.198546
19-May-16,67.43599902,3210.43646,2974.375753,7875.5,7876.2,7766.8,7783.4,7845.65,7838.871537
20-May-16,67.4080019,3294.556548,2978.096103,7792.2,7812.4,7735.75,7749.7,7847.275,7822.658531
23-May-16,67.40900156,3243.880801,2967.130132,7813.95,7820.6,7722.2,7731.05,7833.775,7806.002434
24-May-16,67.63000194,3283.762436,2951.576437,7738.05,7761.55,7715.8,7748.85,7819.88,7795.611083
25-May-16,67.2729982,3322.875799,2903.263268,7811.8,7941.2,7809.3,7934.9,7828.485,7820.93634
26-May-16,66.92699931,3346.270779,2897.257456,7974.45,8083,7948.5,8069.65,7845.41,7866.157006
27-May-16,67.03099802,3298.686067,2871.838465,8081.95,8164.2,8077.05,8156.65,7879.585,7918.973914
30-May-16,67.17099997,3338.470379,2859.307762,8166.5,8200,8150.8,8178.5,7911.36,7966.160475
31-May-16,67.20899848,3345.526213,2878.799656,8209.85,8213.6,8134.3,8160.1,7938.295,8001.422207
1-Jun-16,67.43399813,3283.30123,2899.029695,8179.2,8215.35,8171.05,8179.95,7969.275,8033.881805
2-Jun-16,67.26800225,3292.841806,2893.049737,8156.9,8229.5,8154.75,8218.95,8012.83,8067.530568
3-Jun-16,67.0000006,3286.011315,2920.441337,8246.2,8262,8209.85,8220.8,8059.94,8095.397738
6-Jun-16,66.79000108,3312.244831,2943.340692,8228.75,8234.7,8186.05,8201.05,8106.94,8114.60724
7-Jun-16,66.65800113,3342.177584,2931.820514,8235.55,8294.95,8216.4,8266.45,8158.7,8142.215014
8-Jun-16,66.49999993,3394.15096,2957.013889,8285.5,8288.9,8252.05,8273.05,8192.515,8166.003194
9-Jun-16,66.75300055,3393.021172,2977.360153,8273.35,8273.35,8184.6,8203.6,8205.91,8172.838977
10-Jun-16,66.95199823,3328.116206,2996.55097,8180.25,8265.6,8162.85,8170.05,8207.25,8172.33189
13-Jun-16,67.18699862,3271.693364,3036.661616,8102.25,8125.25,8063.9,8110.6,8200.46,8161.10791
14-Jun-16,67.29199774,3255.365394,3044.297574,8134.4,8134.95,8069.5,8108.85,8195.335,8151.606472
15-Jun-16,67.07900129,3233.522599,3042.324823,8139.4,8213.2,8123.15,8206.6,8198,8161.605295
16-Jun-16,67.31499987,3162.843079,3097.423254,8180.65,8180.65,8074.45,8140.75,8190.18,8157.813423
17-Jun-16,67.07399811,3171.20116,3047.229002,8176.65,8195.25,8135.8,8170.2,8185.12,8160.065528
20-Jun-16,67.55099932,3315.674084,3052.885129,8115.75,8244.15,8107.35,8238.5,8188.865,8174.326341
21-Jun-16,67.62400162,3350.530829,3041.408781,8255.4,8257.25,8202.15,8219.9,8184.21,8182.612461
22-Jun-16,67.44899861,3371.986743,3015.326907,8213.65,8238.35,8153.25,8203.7,8177.275,8186.446559
23-Jun-16,67.27899976,3351.214402,2999.544069,8201.15,8285.6,8188.3,8270.45,8183.96,8201.719912
24-Jun-16,67.88499874,3261.986622,3153.877693,8029.1,8100.7,7927.05,8088.6,8175.815,8181.152655
27-Jun-16,67.91399779,3202.340067,3160.056881,8039.35,8120.65,8039.35,8094.7,8174.225,8165.433991
28-Jun-16,67.71499868,3224.757616,3129.616184,8096.05,8146.35,8086.85,8127.85,8176.125,8158.600538
29-Jun-16,67.42199983,3299.586321,3135.43512,8173.1,8212.4,8157.65,8204,8175.865,8166.854985
30-Jun-16,67.50399978,3319.562287,3121.761173,8260.25,8308.15,8242.1,8287.75,8190.565,8188.835897
1-Jul-16,67.19000062,3264.377474,3151.164513,8313.05,8356.75,8308.65,8328.35,8206.38,8214.202098
4-Jul-16,67.26499779,3303.380649,3180.176055,8376.75,8398.45,8364.7,8370.7,8219.6,8242.656262
5-Jul-16,67.43399813,3203.858325,3177.932437,8379.3,8381.45,8319.95,8335.95,8231.205,8259.61876
7-Jul-16,67.49500132,3172.985348,3198.198774,8342,8361.95,8317.7,8337.9,8244.625,8273.851712
8-Jul-16,67.13899847,3064.731005,3168.457373,8350,8353.3,8287.55,8323.2,8249.9,8282.824128
11-Jul-16,67.13799779,3035.085169,3170.265446,8413.35,8475.25,8407.05,8467.9,8287.83,8316.474287
12-Jul-16,66.97500171,3083.017239,3137.688026,8502.6,8526.6,8479.2,8521.05,8330.465,8353.669871
13-Jul-16,67.01599873,3071.893024,3124.921877,8540.45,8550.25,8493.55,8519.5,8369.63,8383.820804
14-Jul-16,66.8429985,3042.70089,3095.36191,8515.75,8571.4,8500.7,8565,8405.73,8416.762476
15-Jul-16,67.14099993,3072.061717,3099.958151,8565.45,8594.8,8510.05,8541.4,8431.095,8439.423844
18-Jul-16,67.13700165,3059.969549,3101.592668,8564.05,8587.1,8494.35,8508.7,8449.13,8452.019508
19-Jul-16,67.20399848,3051.623625,3106.159203,8514.3,8540.05,8476.7,8528.55,8464.915,8465.934143
20-Jul-16,67.16300125,3073.290677,3090.215759,8515.45,8569.9,8512.55,8565.85,8487.905,8484.100663
21-Jul-16,67.15300214,3073.907634,3086.372124,8582.7,8585.25,8503.45,8510.1,8505.125,8488.827815
22-Jul-16,67.15399876,2999.887958,3090.779278,8519.65,8548.95,8489.8,8541.2,8526.925,8498.35003
25-Jul-16,67.41200071,2956.051118,3082.148504,8519.95,8641.15,8517.2,8635.65,8543.7,8523.313661
26-Jul-16,67.32099986,2905.686197,3090.932132,8633.75,8644.9,8577.15,8590.65,8550.66,8535.556632
27-Jul-16,67.07200065,2875.029535,3092.624092,8599.4,8665,8572.05,8615.8,8560.29,8550.146335
28-Jul-16,67.01400023,2812.993,3126.573057,8636.95,8674.7,8625.25,8666.3,8570.42,8571.265183
29-Jul-16,66.65500204,2760.595093,3132.871339,8668.3,8670.35,8631.15,8638.5,8580.13,8583.489695
1-Aug-16,66.76399968,2744.45917,3151.432641,8654.3,8711.3,8590.5,8636.55,8592.915,8593.137024
2-Aug-16,66.68199908,2693.466011,3170.969143,8647.45,8687.2,8611.4,8622.9,8602.35,8598.548474
3-Aug-16,66.76699966,2692.12617,3181.70393,8635.2,8635.45,8529.6,8544.85,8600.25,8588.785115
4-Aug-16,66.84000061,2759.752239,3172.347283,8599.95,8601.4,8518.15,8551.1,8604.35,8581.933276
5-Aug-16,66.84200215,2790.107023,3150.290929,8600.2,8689.4,8590.15,8683.15,8618.545,8600.336317
8-Aug-16,66.81000084,2857.148506,3113.35411,8712.85,8723.5,8697.6,8711.35,8626.115,8620.520623
9-Aug-16,66.77399919,2882.96295,3117.275003,8727.8,8728.35,8638.2,8678.25,8634.875,8631.016873
10-Aug-16,66.76499816,2845.546347,3146.088625,8686.7,8690.1,8564.6,8575.3,8630.825,8620.886533
11-Aug-16,66.75000182,2836.97088,3137.520668,8572.8,8601.15,8540.05,8592.15,8623.41,8615.661708
12-Aug-16,66.90799936,2940.281313,3133.283619,8605.45,8684.3,8604.45,8672.15,8626.775,8625.932307
16-Aug-16,66.87000051,3077.238598,3142.341799,8670.25,8682.35,8600.45,8642.55,8627.375,8628.953706
17-Aug-16,66.89300137,3108.707221,3136.428361,8639.8,8667.1,8603.6,8624.05,8627.49,8628.062123
18-Aug-16,66.82999918,3181.034299,3145.930267,8648.85,8690.7,8645.05,8673.25,8640.33,8636.2781
19-Aug-16,67.13700165,3253.684469,3142.282554,8694.3,8696.6,8647.1,8666.9,8651.91,8641.845719
22-Aug-16,67.20199778,3236.915253,3130.096188,8667,8684.85,8614,8629.15,8646.51,8639.537406
23-Aug-16,67.12199994,3190.824925,3136.172615,8628.35,8642.15,8580,8632.6,8638.635,8638.27606
24-Aug-16,67.16699811,3175.398024,3120.61164,8648.5,8661.05,8620.9,8650.3,8635.84,8640.462231
25-Aug-16,67.01599873,3153.983373,3096.943626,8668.85,8683.05,8583.65,8592.2,8637.53,8631.68728
26-Aug-16,67.13600102,3195.202672,3108.061067,8614.35,8622.95,8547.55,8572.55,8635.57,8620.935047
29-Aug-16,67.11299943,3163.293467,3099.218377,8583.75,8622,8543.75,8607.45,8629.1,8618.48322
30-Aug-16,67.14399782,3157.192217,3094.40408,8646.75,8750.6,8642.25,8744.35,8639.28,8641.368089
31-Aug-16,66.97300117,3062.756367,3077.245004,8754.05,8819.2,8754.05,8786.2,8655.495,8667.701164
1-Sep-16,66.80099902,2969.707996,3073.745297,8793.6,8813.25,8759.95,8774.65,8665.635,8687.146407
2-Sep-16,66.79500213,2941.183762,3087.229674,8796.35,8824.1,8768.2,8809.65,8679.91,8709.419787
6-Sep-16,66.279998,2973.379049,3111.571624,8852.7,8950.85,8848.45,8943,8711.295,8751.888917
7-Sep-16,66.4780021,3000.435533,3135.572759,8968.7,8968.7,8913.35,8917.95,8739.83,8782.081841
8-Sep-16,66.63100131,3107.423967,3130.203964,8915.5,8960.35,8896,8952.5,8770.05,8813.066961
9-Sep-16,66.89500161,3120.435439,3121.85863,8934.3,8939.15,8858.7,8866.7,8797.5,8822.818423
12-Sep-16,66.73800069,3052.35503,3110.565034,8732.95,8746.95,8699.4,8715.6,8811.805,8803.324164
14-Sep-16,66.79800044,2982.109183,3105.320034,8710.65,8739.85,8688.9,8726.6,8823.72,8789.374316
15-Sep-16,66.85999904,2939.213137,3098.747796,8743.85,8751.95,8704.35,8742.55,8823.54,8780.860804
16-Sep-16,67.07500139,2904.470387,3086.838953,8780.85,8847.65,8750.5,8779.85,8822.905,8780.677021
19-Sep-16,66.9799991,2944.304847,3092.604963,8788.45,8824.3,8774.2,8808.4,8826.28,8785.717563
20-Sep-16,66.98500172,2947.092127,3095.227778,8816.1,8816.45,8759.3,8775.9,8822.905,8783.932552
21-Sep-16,66.74400072,3036.989932,3111.629716,8790.3,8826.85,8757.3,8777.15,8806.32,8782.69936
22-Sep-16,66.63299923,3090.754879,3127.795467,8873.35,8893.35,8837.8,8867.45,8801.27,8798.108568
23-Sep-16,66.70700217,3057.579135,3128.656617,8880.75,8885.2,8820.3,8831.55,8789.175,8804.188828
26-Sep-16,66.61299879,3034.315629,3130.223561,8807.9,8809.55,8715.1,8723.05,8774.81,8789.436314
27-Sep-16,66.42499923,3005.208887,3112.142959,8748.9,8768.5,8690.5,8706.4,8773.89,8774.338802
28-Sep-16,66.34900092,3018.27342,3097.250571,8711.2,8767.05,8703.15,8745.15,8775.745,8769.031747
29-Sep-16,66.81200058,3170.813083,3109.878217,8792.7,8800.65,8558.25,8591.25,8760.615,8736.707793
30-Sep-16,66.55600178,3191.340202,3112.259189,8581.5,8637.15,8555.2,8611.15,8743.745,8713.879104
3-Oct-16,66.54600102,3227.441849,3090.760172,8666.15,8745.2,8635,8738.1,8736.715,8718.282903
4-Oct-16,66.60900103,3248.579678,3047.944162,8770,8783.65,8736.1,8769.15,8736.04,8727.531466
5-Oct-16,66.57200128,3308.034029,2997.835563,8806.35,8806.95,8731.4,8743.95,8732.72,8730.516654
6-Oct-16,66.69700046,3341.145458,2976.597987,8768.7,8781.15,8684.65,8709.55,8716.93,8726.704535
7-Oct-16,66.60200056,3354.130998,2963.586414,8721.7,8723.7,8663.8,8697.6,8703.535,8721.412801
10-Oct-16,66.49200105,3364.776532,2971.512113,8735.35,8745.8,8703.95,8708.8,8702.11,8719.119565
13-Oct-16,66.79399829,3351.486101,2979.498074,8671.5,8681.55,8541.35,8573.35,8688.805,8692.616008
14-Oct-16,66.71699797,3377.317964,2963.120996,8594,8604.45,8549.8,8583.4,8672.63,8672.758552
17-Oct-16,66.78900186,3344.422507,2967.279806,8612.95,8615.4,8506.15,8520.4,8665.545,8645.056997
18-Oct-16,66.73299927,3352.238906,2977.067648,8556.05,8685.1,8555.9,8677.9,8672.22,8651.028452
19-Oct-16,66.64499816,3433.800514,2988.848606,8697.5,8698.75,8636.7,8659.1,8664.32,8652.496006
20-Oct-16,66.82999918,3422.794632,2996.102071,8693.35,8727,8678.3,8699.4,8657.345,8661.024005
21-Oct-16,66.92600046,3399.621756,2990.260721,8708.6,8709.1,8652.05,8693.05,8652.255,8666.846913
24-Oct-16,66.84500021,3377.879307,2981.194624,8709.85,8736.95,8684.15,8708.95,8652.195,8674.50202
25-Oct-16,66.80600172,3378.055576,2986.304806,8721.7,8722.65,8663.45,8691.3,8651.565,8677.556198
26-Oct-16,66.86299872,3314.625711,2991.27147,8657.3,8657.3,8596.6,8615.25,8642.21,8666.227798
27-Oct-16,66.88099797,3323.157023,2990.117661,8607.1,8624.85,8550.25,8615.25,8646.4,8656.959108
28-Oct-16,66.77799895,3307.779583,2992.273949,8625,8653.75,8581.75,8638,8651.86,8653.511997
1-Nov-16,66.69599957,3138.772057,3017.811121,8653.15,8669.6,8614.5,8626.25,8662.445,8648.555271
2-Nov-16,66.76199835,3057.371576,3049.412683,8542.8,8549.5,8504.85,8514,8646.055,8624.090676
3-Nov-16,66.66800003,3030.880892,3040.631965,8499.85,8537.65,8476.15,8484.95,8628.64,8598.792371
4-Nov-16,66.79600154,2967.204595,3052.02792,8503.6,8504,8400.25,8433.75,8602.075,8568.784667
7-Nov-16,66.7449986,2984.868446,3018.813244,8535.75,8535.85,8481.45,8497.05,8582.475,8555.742001
8-Nov-16,66.24600015,2997.595826,3004.22093,8540,8559.4,8480.1,8543.55,8565.935,8553.525273
9-Nov-16,66.51499917,2984.679158,3060.340738,8067.5,8476.2,8002.25,8432,8540.005,8531.429769
10-Nov-16,66.86500163,3012.911534,2999.814012,8555.6,8598.45,8510.7,8525.75,8531.055,8530.397084
11-Nov-16,67.56500192,2972.235684,2966.364394,8456.65,8460.6,8284.95,8296.3,8499.16,8487.833978
15-Nov-16,67.78599879,3038.215894,2931.382205,8284.85,8288.55,8093.2,8108.45,8446.205,8418.855073
16-Nov-16,67.99899824,3112.204784,2937.38379,8205.65,8210.05,8089.4,8111.6,8394.74,8362.990514
17-Nov-16,68.02299994,3123.493994,2928.935244,8105.1,8151.25,8060.3,8079.95,8351.335,8311.528602
