Date,SPF,Maxc,Avgc,Close
14-Jan-16,1921.84,7604.8,7348.1,7536.8
19-Jan-16,1881.33,7462.75,7302.93,7435.1
20-Jan-16,1859.33,7470.9,7166.15,7309.3
21-Jan-16,1868.99,7398.7,7142.1,7276.8
22-Jan-16,1906.9,7433.4,7190.25,7422.45
25-Jan-16,1877.08,7487.15,7257.9,7436.15
27-Jan-16,1882.95,7477.9,7327.6,7437.75
28-Jan-16,1893.36,7468.85,7394.98,7424.65
29-Jan-16,1940.24,7575.65,7443.38,7563.55
01-Feb-16,1939.38,7600.45,7523.58,7555.95
02-Feb-16,1903.03,7576.3,7477.6,7455.55
03-Feb-16,1912.53,7419.4,7444.65,7361.8
04-Feb-16,1915.45,7457.05,7456.53,7404
05-Feb-16,1880.05,7503.15,7475.3,7489.1
16-Feb-16,1895.58,7204.65,7310.7,7048.25
17-Feb-16,1926.82,7123.7,7252.93,7108.45
18-Feb-16,1917.83,7215.1,7317.93,7191.75
19-Feb-16,1917.78,7226.85,7365.63,7210.75
22-Feb-16,1945.5,7252.4,7407.15,7234.55
23-Feb-16,1921.27,7241.7,7409.45,7109.55
24-Feb-16,1929.8,7090.8,7368.3,7018.7
25-Feb-16,1951.7,7034.2,7307.15,6970.6
26-Feb-16,1948.05,7052.9,7363.53,7029.75
29-Feb-16,1932.23,7094.6,7301.7,6987.05
01-Mar-16,1978.35,7235.5,7387.63,7222.3
02-Mar-16,1986.45,7380.35,7522.23,7368.85
03-Mar-16,1993.4,7483.95,7522.35,7475.6
04-Mar-16,1999.99,7505.9,7537.43,7485.35
08-Mar-16,1979.26,7527.15,7505.75,7485.3
09-Mar-16,1989.26,7539,7551.55,7531.8
10-Mar-16,1989.57,7547.1,7582.4,7486.15
11-Mar-16,2022.19,7543.95,7662.7,7510.2
14-Mar-16,2019.64,7583.7,7717.83,7538.75
15-Mar-16,2015.93,7545.2,7701.6,7460.6
16-Mar-16,2027.22,7508,7691.8,7498.75
17-Mar-16,2040.59,7585.3,7701.38,7512.55
18-Mar-16,2049.58,7613.6,7714.45,7604.35
22-Mar-16,2049.8,7728.2,7809.15,7714.9
23-Mar-16,2036.71,7726.85,7830.8,7716.5
29-Mar-16,2055.01,7652.9,7787.13,7597
30-Mar-16,2063.95,7741.95,7691.18,7735.2
31-Mar-16,2059.74,7777.6,7787.83,7738.4
01-Apr-16,2072.78,7740.15,7781.5,7713.05
05-Apr-16,2045.17,7736.3,7740.88,7603.2
06-Apr-16,2066.66,7638.65,7753.9,7614.35
07-Apr-16,2041.91,7630.75,7708.43,7546.45
08-Apr-16,2047.6,7569.35,7700.3,7555.2
11-Apr-16,2041.99,7678.8,7728.48,7671.4
12-Apr-16,2061.72,7717.4,7772.7,7708.95
13-Apr-16,2082.42,7864.8,7824.2,7850.45
18-Apr-16,2094.34,7920.6,7827.58,7914.7
20-Apr-16,2102.4,7950.4,7849.08,7914.75
21-Apr-16,2091.48,7978.45,7822.83,7912.05
22-Apr-16,2091.58,7923.35,7907.28,7899.3
25-Apr-16,2087.79,7911,7955,7855.05
26-Apr-16,2091.7,7974.5,7993.38,7962.65
27-Apr-16,2095.15,7991,8077.08,7979.9
28-Apr-16,2075.81,7992,8024.9,7847.25
06-May-16,2057.14,7738.9,7953.93,7733.45
09-May-16,2058.69,7873.65,8007.78,7866.05
10-May-16,2084.39,7896.9,8036.2,7887.8
11-May-16,2064.46,7893.1,8037.93,7848.85
12-May-16,2064.11,7916.05,8069.28,7900.4
13-May-16,2046.61,7881,7954.73,7814.9
16-May-16,2066.66,7873.9,7953.55,7860.75
17-May-16,2047.21,7940.1,8046.45,7890.75
18-May-16,2047.63,7882.05,7995.7,7870.15
19-May-16,2040.04,7876.2,7981.03,7783.4
20-May-16,2052.32,7812.4,7989.95,7749.7
23-May-16,2048.04,7820.6,7989.73,7731.05
24-May-16,2076.06,7761.55,7977.08,7748.85
25-May-16,2090.54,7941.2,8047.45,7934.9
26-May-16,2090.1,8083,8024.6,8069.65
27-May-16,2099.06,8164.2,8098.85,8156.65
31-May-16,2096.95,8213.6,8140.33,8160.1
01-Jun-16,2099.33,8215.35,8191.73,8179.95
02-Jun-16,2105.26,8229.5,8231.45,8218.95
03-Jun-16,2099.13,8262,8283.3,8220.8
06-Jun-16,2109.41,8234.7,8292.25,8201.05
07-Jun-16,2112.13,8294.95,8298.93,8266.45
08-Jun-16,2119.12,8288.9,8307,8273.05
13-Jun-16,2079.06,8125.25,8208.6,8110.6
14-Jun-16,2075.32,8134.95,8272.38,8108.85
15-Jun-16,2071.5,8213.2,8324.88,8206.6
16-Jun-16,2077.99,8180.65,8312.35,8140.75
17-Jun-16,2071.22,8195.25,8353.6,8170.2
20-Jun-16,2083.25,8244.15,8351.08,8238.5
21-Jun-16,2088.9,8257.25,8394.63,8219.9
22-Jun-16,2085.45,8238.35,8346.65,8203.7
23-Jun-16,2113.32,8285.6,8379.1,8270.45
24-Jun-16,2037.41,8100.7,8256.15,8088.6
27-Jun-16,2000.54,8120.65,8294.15,8094.7
28-Jun-16,2036.09,8146.35,8364,8127.85
29-Jun-16,2070.77,8212.4,8401.28,8204
30-Jun-16,2098.86,8308.15,8453.55,8287.75
01-Jul-16,2102.95,8356.75,8491.68,8328.35
04-Jul-16,2088.55,8398.45,8517.53,8370.7
05-Jul-16,2099.73,8381.45,8515.63,8335.95
07-Jul-16,2097.9,8361.95,8476.58,8337.9
08-Jul-16,2129.9,8353.3,8444.48,8323.2
11-Jul-16,2137.16,8475.25,8548.23,8467.9
12-Jul-16,2152.14,8526.6,8601.35,8521.05
13-Jul-16,2152.43,8550.25,8591.83,8519.5
14-Jul-16,2163.75,8571.4,8592.5,8565
15-Jul-16,2161.74,8594.8,8596.2,8541.4
18-Jul-16,2166.89,8587.1,8580.73,8508.7
19-Jul-16,2163.78,8540.05,8583.7,8528.55
20-Jul-16,2173.02,8569.9,8604.58,8565.85
21-Jul-16,2165.17,8585.25,8594.15,8510.1
22-Jul-16,2175.03,8548.95,8565.98,8541.2
25-Jul-16,2168.48,8641.15,8589.13,8635.65
26-Jul-16,2169.18,8644.9,8630.1,8590.65
27-Jul-16,2166.58,8665,8597.5,8615.8
28-Jul-16,2170.06,8674.7,8687.93,8666.3
29-Jul-16,2173.6,8670.35,8725.18,8638.5
01-Aug-16,2170.84,8711.3,8701.88,8636.55
03-Aug-16,2163.79,8635.45,8676.85,8544.85
04-Aug-16,2164.25,8601.4,8734.5,8551.1
05-Aug-16,2182.87,8689.4,8779.43,8683.15
08-Aug-16,2180.89,8723.5,8828.98,8711.35
10-Aug-16,2175.49,8690.1,8751.88,8575.3
12-Aug-16,2184.05,8684.3,8672.15,8672.15
16-Aug-16,2178.15,8682.35,8708.45,8642.55
17-Aug-16,2182.22,8667.1,8715.23,8624.05
18-Aug-16,2187.02,8690.7,8765.13,8673.25
19-Aug-16,2183.87,8696.6,8728.33,8666.9
22-Aug-16,2182.64,8684.85,8691.25,8629.15
23-Aug-16,2186.9,8642.15,8673.53,8632.6
24-Aug-16,2175.44,8661.05,8710.78,8650.3
25-Aug-16,2172.47,8683.05,8610.4,8592.2
26-Aug-16,2169.04,8622.95,8614.55,8572.55
30-Aug-16,2176.12,8750.6,8623.35,8744.35
31-Aug-16,2170.95,8819.2,8684.73,8786.2
01-Sep-16,2170.86,8813.25,8722.53,8774.65
02-Sep-16,2179.98,8824.1,8733.48,8809.65
06-Sep-16,2186.48,8950.85,8787.73,8943
07-Sep-16,2186.16,8968.7,8825.15,8917.95
08-Sep-16,2181.3,8960.35,8809.33,8952.5
09-Sep-16,2127.81,8939.15,8758,8866.7
14-Sep-16,2125.77,8739.85,8656.88,8726.6
20-Sep-16,2139.76,8816.45,8706.53,8775.9
21-Sep-16,2163.12,8826.85,8713.45,8777.15
23-Sep-16,2164.69,8885.2,8684.9,8831.55
26-Sep-16,2146.1,8809.55,8609.55,8723.05
27-Sep-16,2159.93,8768.5,8613.18,8706.4
28-Sep-16,2171.37,8767.05,8631.28,8745.15
29-Sep-16,2151.13,8800.65,8517.23,8591.25
30-Sep-16,2168.27,8637.15,8576.83,8611.15
13-Oct-16,2132.55,8681.55,8500.98,8573.35
14-Oct-16,2132.98,8604.45,8419.18,8583.4
17-Oct-16,2126.5,8615.4,8358.1,8520.4
18-Oct-16,2139.6,8685.1,8353.58,8677.9
19-Oct-16,2144.29,8698.75,8382.83,8659.1
20-Oct-16,2141.34,8727,8390.38,8699.4
24-Oct-16,2151.33,8736.95,8351.6,8708.95
25-Oct-16,2143.16,8722.65,8392.85,8691.3
26-Oct-16,2139.43,8657.3,8371.55,8615.25
27-Oct-16,2133.04,8624.85,8373.8,8615.25
28-Oct-16,2126.41,8653.75,8408,8638
01-Nov-16,2111.72,8669.6,8432.65,8626.25
02-Nov-16,2097.94,8549.5,8332.08,8514
04-Nov-16,2085.18,8504,8271.08,8433.75
07-Nov-16,2131.52,8535.85,8330.08,8497.05
08-Nov-16,2139.56,8559.4,8335.28,8543.55
09-Nov-16,2163.26,8476.2,8129.25,8432
10-Nov-16,2167.48,8598.45,8392.83,8525.75
11-Nov-16,2164.45,8460.6,8257.8,8296.3
15-Nov-16,2180.39,8288.55,8161.03,8108.45
16-Nov-16,2176.94,8210.05,8159.4,8111.6
17-Nov-16,2187.12,8151.25,8143.1,8079.95
18-Nov-16,2181.9,8128.95,8113.5,8074.1
21-Nov-16,2198.18,8102.45,8024.45,7929.1
22-Nov-16,2202.94,8019.05,8031.13,8002.3
25-Nov-16,2213.35,8122.25,8044.65,8114.3
28-Nov-16,2201.72,8146.5,8056.48,8126.9
29-Nov-16,2204.66,8197.35,8114.63,8142.15
30-Nov-16,2198.81,8234.25,8125.18,8224.5
01-Dec-16,2191.08,8250.8,8191.03,8192.9
02-Dec-16,2191.95,8159.3,8144.28,8086.8
05-Dec-16,2204.71,8141.9,8169.75,8128.75
06-Dec-16,2212.23,8178.7,8218.85,8143.15
07-Dec-16,2241.35,8190.45,8185.65,8102.05
08-Dec-16,2246.19,8256.25,8270.38,8246.85
09-Dec-16,2259.53,8274.95,8329.58,8261.75
12-Dec-16,2256.96,8230.65,8307.75,8170.8
13-Dec-16,2271.72,8228.85,8291.25,8221.8
14-Dec-16,2253.28,8229.4,8303,8182.45
15-Dec-16,2262.03,8225.9,8291.13,8153.6
16-Dec-16,2258.07,8178.7,8286.3,8139.45
19-Dec-16,2262.53,8132.5,8259.25,8104.35
20-Dec-16,2270.76,8124.1,8233.45,8082.4
21-Dec-16,2265.18,8112.55,8267.1,8061.3
22-Dec-16,2260.96,8046.45,8288.78,7979.1
28-Dec-16,2249.92,8100.55,8388.33,8034.85
29-Dec-16,2249.26,8111.1,8417.45,8103.6
30-Dec-16,2238.83,8197,8462.03,8185.8
04-Jan-17,2270.75,8218.5,8486.08,8190.5
05-Jan-17,2269,8282.65,8522.55,8273.8
06-Jan-17,2276.98,8306.85,8527.68,8243.8
10-Jan-17,2268.9,8293.8,8543.95,8288.6
11-Jan-17,2275.32,8389,8571.35,8380.65
12-Jan-17,2270.44,8417.2,8595.1,8407.2
13-Jan-17,2274.64,8461.05,8578.55,8400.35
16-Jan-17,2267.89,8426.7,8635.43,8412.8
17-Jan-17,2271.89,8440.9,8632.28,8398
18-Jan-17,2263.69,8460.3,8659.1,8417
19-Jan-17,2271.31,8445.15,8682.4,8435.1
20-Jan-17,2265.2,8423.65,8661.55,8349.35
23-Jan-17,2280.07,8404.15,8639.5,8391.5
24-Jan-17,2298.37,8480.95,8656.45,8475.8
25-Jan-17,2296.68,8612.6,8727.38,8602.75
03-Feb-17,2297.42,8748.25,8850.13,8740.95
06-Feb-17,2292.56,8814.1,8838.65,8801.05
07-Feb-17,2293.08,8809.3,8854.43,8768.3
08-Feb-17,2294.67,8791.25,8846.43,8769.05
09-Feb-17,2307.87,8821.4,8840.58,8778.4
10-Feb-17,2316.1,8822.1,8858.5,8793.55
13-Feb-17,2328.25,8826.9,8864.95,8805.05
14-Feb-17,2337.58,8820.45,8947.63,8792.3
15-Feb-17,2349.25,8807.9,8909.7,8724.7
16-Feb-17,2347.22,8783.95,8939.03,8778
17-Feb-17,2351.16,8896.45,9011.33,8821.7
21-Feb-17,2365.38,8920.8,9004.35,8907.85
22-Feb-17,2362.82,8960.75,8989.08,8926.9
23-Feb-17,2363.81,8982.15,9013.3,8939.5
27-Feb-17,2369.75,8951.8,9011.1,8896.7
28-Feb-17,2363.64,8914.75,8981.23,8879.6
01-Mar-17,2395.96,8960.8,9004.5,8945.8
02-Mar-17,2381.92,8992.5,9016.48,8899.75
03-Mar-17,2383.12,8907.1,9021.63,8897.55
06-Mar-17,2375.31,8967.8,9052.85,8963.45
07-Mar-17,2368.39,8977.85,9103.35,8946.9
08-Mar-17,2362.98,8957.05,9079.95,8924.3
09-Mar-17,2364.87,8945.8,9075,8927
10-Mar-17,2372.6,8975.7,9064.8,8934.55
14-Mar-17,2365.45,9122.75,9151.6,9087
15-Mar-17,2385.26,9106.55,9160.95,9084.8
16-Mar-17,2381.38,9158.45,9165.6,9153.7
17-Mar-17,2378.25,9218.4,9182.75,9160.05
21-Mar-17,2344.02,9147.75,9115.55,9121.5
22-Mar-17,2348.45,9072.9,9101.48,9030.45
23-Mar-17,2345.96,9099.05,9137,9086.3
24-Mar-17,2343.98,9133.55,9199.3,9108
27-Mar-17,2341.59,9094.85,9195.83,9045.2
28-Mar-17,2358.57,9110.4,9223.48,9100.8
29-Mar-17,2361.13,9153.15,9225.88,9143.8
30-Mar-17,2368.06,9183.15,9244.45,9173.75
31-Mar-17,2362.72,9191.7,9245.4,9173.75
05-Apr-17,2352.95,9273.9,9277.18,9265.15
06-Apr-17,2357.49,9267.95,9316.8,9261.95
07-Apr-17,2355.54,9250.5,9319.38,9198.3
10-Apr-17,2357.16,9225.65,9306.3,9181.45
11-Apr-17,2353.78,9242.7,9311.05,9237
12-Apr-17,2344.93,9246.4,9339.5,9203.45
13-Apr-17,2328.95,9202.65,9338.78,9150.8
18-Apr-17,2342.19,9217.9,9292.28,9105.15
19-Apr-17,2338.17,9120.5,9290.45,9103.5
20-Apr-17,2355.84,9143.9,9300.65,9136.4
21-Apr-17,2348.69,9183.65,9268.4,9119.4
24-Apr-17,2374.15,9225.4,9281.23,9217.95
25-Apr-17,2388.61,9309.2,9386.83,9306.6
26-Apr-17,2387.45,9367,9453.13,9351.85
27-Apr-17,2388.77,9367.15,9486.13,9342.15
28-Apr-17,2384.2,9342.65,9458.45,9304.05
02-May-17,2391.17,9352.55,9471.7,9313.8
08-May-17,2399.38,9338.7,9492.58,9314.05
09-May-17,2396.92,9338.95,9508.5,9316.85
10-May-17,2399.63,9414.75,9507.28,9407.3
11-May-17,2394.44,9450.65,9550,9422.4
12-May-17,2390.9,9437.75,9524.4,9400.9
15-May-17,2402.32,9449.25,9535.08,9445.4
16-May-17,2400.67,9517.2,9555.25,9512.25
17-May-17,2357.03,9532.6,9556.75,9525.75
18-May-17,2365.72,9489.1,9519.75,9429.45
19-May-17,2381.73,9505.75,9503.3,9427.9
22-May-17,2394.02,9498.65,9550.6,9438.25
23-May-17,2398.42,9448.05,9523.25,9386.15
24-May-17,2404.39,9431.9,9496.05,9360.55
25-May-17,2415.07,9523.3,9539.03,9509.75
26-May-17,2415.82,9604.9,9571.53,9595.1
31-May-17,2411.8,9649.6,9612.33,9621.25
01-Jun-17,2430.06,9634.65,9556.2,9616.1
02-Jun-17,2439.07,9673.5,9606.63,9653.5
05-Jun-17,2436.1,9687.2,9588.25,9675.1
06-Jun-17,2429.33,9709.3,9627.1,9637.15
07-Jun-17,2433.14,9678.55,9637.1,9663.9
08-Jun-17,2433.79,9688.7,9671.1,9647.25
09-Jun-17,2431.77,9676.25,9646.2,9668.25
12-Jun-17,2429.39,9647.05,9690.33,9616.4
13-Jun-17,2440.35,9654.15,9712.73,9606.9
14-Jun-17,2437.92,9627.4,9702.7,9618.15
15-Jun-17,2432.46,9621.4,9729.03,9578.05
16-Jun-17,2433.15,9615.85,9739.4,9588.05
19-Jun-17,2453.46,9673.3,9750.13,9657.55
20-Jun-17,2437.03,9676.5,9774.4,9653.5
21-Jun-17,2435.61,9650.45,9765.58,9633.6
22-Jun-17,2434.5,9698.85,9771.23,9630
23-Jun-17,2438.3,9647.65,9773.68,9574.95
27-Jun-17,2419.38,9615.4,9742.38,9511.4
28-Jun-17,2440.69,9522.5,9750.15,9491.25
29-Jun-17,2419.7,9575.8,9804.33,9504.1
30-Jun-17,2423.41,9535.8,9737.4,9520.9
03-Jul-17,2429.01,9624,9836.08,9615
05-Jul-17,2432.54,9643.65,9872.6,9637.6
06-Jul-17,2409.75,9700.7,9860.55,9674.55
07-Jul-17,2425.18,9684.25,9858.95,9665.8
10-Jul-17,2427.43,9782.15,9867.28,9771.05
11-Jul-17,2425.53,9830.05,9931.33,9786.05
12-Jul-17,2443.25,9824.95,9878.75,9816.1
13-Jul-17,2447.83,9897.25,9873.05,9891.7
14-Jul-17,2459.27,9913.3,9831.88,9886.35
18-Jul-17,2460.61,9885.35,9848,9827.15
19-Jul-17,2473.83,9905.05,9899.73,9899.6
20-Jul-17,2473.45,9922.55,9864.7,9873.3
21-Jul-17,2472.54,9924.7,9861.18,9915.25
24-Jul-17,2469.91,9982.05,9874.03,9966.4
25-Jul-17,2477.13,10011.3,9915.3,9964.55
26-Jul-17,2477.83,10025.95,9945.85,10020.65
27-Jul-17,2475.42,10114.85,9946.43,10020.55
28-Jul-17,2472.1,10026.05,9926.98,10014.5
01-Aug-17,2476.35,10128.6,9995.43,10114.65
02-Aug-17,2477.57,10137.85,10008.65,10081.5
03-Aug-17,2472.16,10081.15,9964.9,10013.65
04-Aug-17,2476.83,10075.25,9976.6,10066.4
07-Aug-17,2480.91,10088.1,10004.98,10057.4
08-Aug-17,2474.92,10083.8,9987.83,9978.55
09-Aug-17,2474.02,9969.8,9995.3,9908.05
10-Aug-17,2438.21,9892.65,9954.08,9820.25
14-Aug-17,2465.84,9818.3,9939.3,9794.15
16-Aug-17,2468.11,9903.95,9944.5,9897.3
17-Aug-17,2430.01,9947.8,10031.35,9904.15
18-Aug-17,2425.55,9865.95,9977.35,9837.4
21-Aug-17,2428.37,9884.35,9949.5,9754.35
22-Aug-17,2452.51,9828.45,9923.83,9765.55
24-Aug-17,2438.97,9881.5,9904.68,9857.05
28-Aug-17,2444.24,9925.75,9886.68,9912.8
29-Aug-17,2446.3,9887.35,9852.4,9796.05
30-Aug-17,2457.59,9909.45,9820,9884.4
31-Aug-17,2471.65,9925.1,9855.48,9917.9
05-Sep-17,2457.85,9963.1,9967.53,9952.2
06-Sep-17,2465.54,9931.55,9974.9,9916.2
07-Sep-17,2465.1,9964.85,10010.83,9929.9
08-Sep-17,2461.43,9963.6,10052.6,9934.8
11-Sep-17,2488.11,10028.65,10105.88,10006.05
12-Sep-17,2496.48,10097.55,10139.95,10093.05
13-Sep-17,2498.37,10131.95,10149.8,10079.3
14-Sep-17,2495.62,10126.5,10141.15,10086.6
15-Sep-17,2500.23,10115.15,10133.9,10085.4
19-Sep-17,2506.65,10178.95,10183.85,10147.55
20-Sep-17,2508.24,10171.05,10237.38,10141.15
21-Sep-17,2500.6,10158.9,10207.13,10121.9
22-Sep-17,2502.22,10095.05,10159.48,9964.4
25-Sep-17,2496.66,9960.5,10100.28,9872.6
26-Sep-17,2496.84,9891.35,10090.35,9871.5
27-Sep-17,2507.04,9921.05,10083.03,9735.75
28-Sep-17,2510.06,9789.2,10070.28,9768.95
29-Sep-17,2519.36,9854,10118.53,9788.6
10-Oct-17,2550.64,10034,10246.38,10016.95
11-Oct-17,2555.24,10067.25,10220.78,9984.8
12-Oct-17,2550.93,10104.45,10180.68,10096.4
13-Oct-17,2553.17,10191.9,10244.28,10167.45
16-Oct-17,2557.64,10242.95,10260.03,10230.85
17-Oct-17,2559.36,10251.85,10273.38,10234.45
18-Oct-17,2561.26,10236.45,10211.88,10210.85
19-Oct-17,2562.1,10211.95,10149.4,10146.55
23-Oct-17,2564.98,10224.15,10178.38,10184.85
24-Oct-17,2569.13,10237.75,10263,10207.7
25-Oct-17,2557.15,10340.55,10275.38,10295.35
26-Oct-17,2560.4,10355.65,10315.28,10343.8
27-Oct-17,2581.07,10366.15,10340,10323.05
30-Oct-17,2572.83,10384.5,10374.4,10363.65
31-Oct-17,2575.26,10367.7,10365.55,10335.3
01-Nov-17,2579.36,10451.65,10396.3,10440.5
02-Nov-17,2579.85,10453,10402.75,10423.8
03-Nov-17,2587.84,10461.7,10368.15,10452.5
06-Nov-17,2591.13,10490.45,10343.23,10451.8
07-Nov-17,2590.64,10485.75,10260,10350.15
08-Nov-17,2594.38,10384.25,10216.73,10303.15
09-Nov-17,2584.62,10368.45,10185.58,10308.95
10-Nov-17,2582.3,10344.95,10218.38,10321.75
13-Nov-17,2584.84,10334.15,10243.55,10224.95
14-Nov-17,2578.87,10248,10252.38,10186.6
15-Nov-17,2564.62,10175.45,10210.05,10118.05
16-Nov-17,2585.64,10232.25,10217.88,10214.75
17-Nov-17,2578.85,10343.6,10272.08,10283.6
20-Nov-17,2582.14,10309.85,10317.3,10298.75
21-Nov-17,2599.03,10358.7,10379.3,10326.9
22-Nov-17,2597.08,10368.7,10390.88,10342.3
24-Nov-17,2602.42,10404.5,10428.35,10389.7
27-Nov-17,2601.42,10407.15,10407.08,10399.55
28-Nov-17,2627.04,10409.55,10428.15,10370.25
29-Nov-17,2626.07,10392.95,10449.15,10361.3
30-Nov-17,2647.58,10332.7,10372.9,10226.55
01-Dec-17,2642.22,10272.7,10323.63,10121.8
04-Dec-17,2639.44,10179.2,10304.35,10127.75
05-Dec-17,2629.57,10147.95,10317.6,10118.25
06-Dec-17,2629.27,10104.2,10346.25,10044.1
07-Dec-17,2636.98,10182.65,10358.7,10166.7
08-Dec-17,2651.5,10270.85,10429.93,10265.65
11-Dec-17,2659.99,10329.2,10486.23,10322.25
12-Dec-17,2664.11,10326.1,10506.43,10240.15
13-Dec-17,2662.85,10296.55,10466.1,10192.95
14-Dec-17,2652.01,10276.1,10472.28,10252.1
15-Dec-17,2675.81,10373.1,10603.58,10333.25
18-Dec-17,2690.16,10443.55,10490.83,10388.75
19-Dec-17,2681.47,10472.2,10690.55,10463.2
20-Dec-17,2679.25,10494.45,10765.03,10444.2
21-Dec-17,2684.57,10473.95,10768.5,10440.3
22-Dec-17,2683.34,10501.1,10771.93,10493
27-Dec-17,2682.62,10552.4,10820.4,10490.75
28-Dec-17,2687.54,10534.55,10790.78,10477.9
04-Jan-18,2723.99,10513,10779.4,10504.8
05-Jan-18,2743.15,10566.1,10737.53,10558.85
09-Jan-18,2751.29,10659.15,10653.18,10637
10-Jan-18,2748.23,10655.5,10593.43,10632.2
11-Jan-18,2767.56,10664.6,10613.18,10651.2
12-Jan-18,2786.24,10690.4,10617.45,10681.25
16-Jan-18,2776.42,10762.35,10639.2,10700.45
17-Jan-18,2802.56,10803,10532.15,10788.55
18-Jan-18,2798.03,10887.5,10640.75,10817
19-Jan-18,2810.3,10906.85,10693.43,10894.7
22-Jan-18,2832.97,10975.1,10756.53,10966.2
23-Jan-18,2839.13,11092.9,10765.03,11083.7
24-Jan-18,2837.54,11110.1,10785.83,11086
25-Jan-18,2839.25,11095.6,10718.95,11069.65
29-Jan-18,2853.53,11171.55,10758.65,11130.4
30-Jan-18,2822.43,11121.1,10638.63,11049.65
31-Jan-18,2823.81,11058.5,10624.83,11027.7
01-Feb-18,2821.98,11117.35,10587.75,11016.9
02-Feb-18,2762.13,10954.95,10584.88,10760.6
05-Feb-18,2648.94,10702.75,10532.7,10666.55
06-Feb-18,2695.14,10594.15,10348.33,10498.25
07-Feb-18,2681.66,10614,10433.2,10476.7
08-Feb-18,2581,10637.8,10412.93,10576.85
09-Feb-18,2619.55,10480.2,10311.38,10454.95
14-Feb-18,2698.63,10590.55,10306.15,10500.9
22-Feb-18,2703.96,10397.55,10274.25,10382.7
23-Feb-18,2747.3,10499.1,10212.18,10491.05
26-Feb-18,2779.6,10592.95,10331.85,10582.6
27-Feb-18,2744.28,10631.65,10372.58,10554.3
28-Feb-18,2713.83,10535.5,10309.95,10492.85
01-Mar-18,2677.67,10525.5,10351.25,10458.35
05-Mar-18,2720.94,10428.7,10301.88,10358.85
06-Mar-18,2728.12,10441.35,10306.8,10249.25
07-Mar-18,2726.8,10243.35,10283.2,10154.2
08-Mar-18,2738.97,10270.35,10287.28,10242.65
09-Mar-18,2786.57,10296.7,10340.9,10226.85
12-Mar-18,2783.02,10433.65,10407.68,10421.4
13-Mar-18,2765.31,10478.6,10459,10426.85
14-Mar-18,2749.48,10420.35,10448.38,10410.9
15-Mar-18,2747.33,10420,10470.2,10360.15
16-Mar-18,2752.01,10346.3,10376.23,10195.15
19-Mar-18,2712.92,10224.55,10328.83,10094.25
20-Mar-18,2716.94,10155.65,10343.73,10124.35
22-Mar-18,2643.69,10207.85,10371.1,10114.75
23-Mar-18,2588.26,10027.7,10282.25,9998.05
26-Mar-18,2658.55,10143.5,10293.48,10130.65
27-Mar-18,2612.62,10207.9,10429.73,10184.15
28-Mar-18,2605,10158.35,10440.78,10113.7
03-Apr-18,2614.45,10255.35,10464.8,10245
04-Apr-18,2644.69,10279.85,10438.78,10128.4
09-Apr-18,2613.16,10397.7,10557.03,10379.35
10-Apr-18,2656.87,10424.85,10596.78,10402.25
